rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,513638460,42.0,-54468010,-9.6,151789853460,55373,-5210,-8.6,15731811,1464,5574,2026-03-31,2026-08-15 16:04:18
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,476000190,38.9,-16054440,-3.3,14086331970,41494,-1087,-2.6,1234721,1281,3438,2026-03-31,2026-08-15 16:04:18
3,0,OLD,20261906,명탐정 코난: 세기말의 마술사,2026-03-27,32991300,2.7,-4851400,-12.8,617723900,3283,-432,-11.6,58930,207,463,2026-03-31,2026-08-15 16:04:18
4,2,OLD,20256283,호퍼스,2026-03-04,24377300,2.0,2620500,12,7027671940,2566,407,18.9,712810,311,398,2026-03-31,2026-08-15 16:04:18
5,2,OLD,20257521,프로텍터,2026-03-25,18265800,1.5,4435400,32.1,190207960,2268,659,41,22785,305,371,2026-03-31,2026-08-15 16:04:18
6,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,22594600,1.8,-5023400,-18.2,61870569850,1819,-390,-17.7,5739608,24,79,2026-03-31,2026-08-15 16:04:18
7,1,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,16468200,1.3,-1031940,-5.9,10651687720,1460,-83,-5.4,1022357,145,234,2026-03-31,2026-08-15 16:04:18
8,2,OLD,19970100,첨밀밀 ,1997-03-01,11684200,1.0,1870600,19.1,177666000,1212,202,20,17951,123,276,2026-03-31,2026-08-15 16:04:18
9,3,OLD,20232662,삼악도,2026-03-11,8007800,0.7,2555700,46.9,851323000,1093,523,91.8,92271,98,122,2026-03-31,2026-08-15 16:04:18
10,1,OLD,20241575,메소드연기,2026-03-18,8890200,0.7,1545300,21,552806880,944,50,5.6,59984,160,193,2026-03-31,2026-08-15 16:04:18
