rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20241941,좀비딸,2025-07-30,438391990,28.8,-36757950,-7.7,44837458430,46998,-3382,-6.7,4731336,1255,4871,2025-08-21,2026-08-15 16:20:22
2,0,OLD,20254501,F1 더 무비,2025-06-25,441919350,29.1,21541910,5.1,47064223490,39199,1553,4.1,4354129,879,2496,2025-08-21,2026-08-15 16:20:22
3,0,OLD,20210546,악마가 이사왔다,2025-08-13,140690780,9.3,-12908780,-8.4,3171017750,15634,-1915,-10.9,333777,709,2136,2025-08-21,2026-08-15 16:20:22
4,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,97096740,6.4,-7380210,-7.1,1457333190,9463,-810,-7.9,142920,438,783,2025-08-21,2026-08-15 16:20:22
5,0,OLD,20248711,발레리나,2025-08-06,48354140,3.2,-2252660,-4.5,3063787770,4975,-180,-3.5,307940,453,786,2025-08-21,2026-08-15 16:20:22
6,0,OLD,20255937,어글리 시스터,2025-08-20,28578700,1.9,-17353700,-37.8,75911100,3001,-2010,-40.1,8212,182,365,2025-08-21,2026-08-15 16:20:22
7,0,OLD,20254275,킹 오브 킹스,2025-07-16,25786250,1.7,3290950,14.6,11851503036,2854,389,15.8,1255650,338,408,2025-08-21,2026-08-15 16:20:22
8,0,NEW,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,37098000,2.4,37098000,100,429943500,2330,2330,100,25962,9,9,2025-08-21,2026-08-15 16:20:22
9,0,NEW,20245055,백산 - 의령에서 발해까지,2025-02-05,11978500,0.8,11978500,100,75710500,2087,2087,100,10470,42,55,2025-08-21,2026-08-15 16:20:22
10,-1,OLD,20252680,스머프,2025-08-06,12877300,0.8,-4272000,-24.9,1459286050,1700,-527,-23.7,164398,204,216,2025-08-21,2026-08-15 16:20:22
