rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,2417894910,73.2,590825040,32.3,62577441150,309572,114936,59.1,6528473,1937,7497,2026-02-25,2026-08-11 11:44:01
2,0,OLD,20241266,휴민트,2026-02-11,312647710,9.5,54544230,21.1,16865557820,37892,11268,42.3,1675637,855,2399,2026-02-25,2026-08-11 11:44:01
3,0,NEW,20259583,초속 5센티미터,2026-02-25,144137600,4.4,144137600,100,155824500,17947,17947,100,19020,568,1257,2026-02-25,2026-08-11 11:44:01
4,0,NEW,20261181,너자 2,2026-02-25,53822600,1.6,53822600,100,89043600,6936,6936,100,10139,277,584,2026-02-25,2026-08-11 11:44:01
5,55,OLD,20250365,햄넷,2026-02-25,43640460,1.3,43054260,7344.6,100010780,5633,5573,9288.3,11121,381,495,2026-02-25,2026-08-11 11:44:01
6,-2,OLD,20247457,신의악단,2025-12-31,39963700,1.2,-4513540,-10.1,13004835810,4905,-9,-0.2,1363131,355,464,2026-02-25,2026-08-11 11:44:01
7,-4,OLD,20252373,넘버원,2026-02-11,33090300,1.0,-13211200,-28.5,2434040550,4103,-988,-19.4,253882,291,364,2026-02-25,2026-08-11 11:44:01
8,-3,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,30291000,0.9,-11961500,-28.3,738850200,3747,-843,-18.4,73234,188,252,2026-02-25,2026-08-11 11:44:01
9,-2,OLD,20250428,센티멘탈 밸류,2026-02-18,27278500,0.8,4750300,21.1,277616610,3558,1158,48.3,28712,104,122,2026-02-25,2026-08-11 11:44:01
10,4,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,24167000,0.7,16923400,233.6,699820300,2509,1793,250.4,66932,58,77,2026-02-25,2026-08-11 11:44:01
