rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,678163370,45.5,-190861890,-22,145618514300,72421,-37647,-34.2,15103975,1560,5989,2026-03-26,2026-08-11 11:43:43
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,489495210,32.8,-184146630,-27.3,8581797370,41233,-32267,-43.9,758812,1290,3513,2026-03-26,2026-08-11 11:43:43
3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,55831400,3.7,-14308600,-20.4,61536145050,4450,-2853,-39.1,5712712,24,60,2026-03-26,2026-08-11 11:43:43
4,2,OLD,20257521,프로텍터,2026-03-25,32364700,2.2,-9305260,-22.3,75960660,3925,-1484,-27.4,9548,374,522,2026-03-26,2026-08-11 11:43:43
5,0,OLD,20256283,호퍼스,2026-03-04,32287740,2.2,-12604460,-28.1,6542184160,3316,-2464,-42.6,663661,369,469,2026-03-26,2026-08-11 11:43:43
6,-2,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,29336300,2.0,-24833900,-45.8,10417796260,2561,-3395,-57,1002508,169,302,2026-03-26,2026-08-11 11:43:43
7,0,OLD,19970100,첨밀밀 ,1997-03-01,18278900,1.2,-13800900,-43,78854700,1819,-2187,-54.6,8811,121,349,2026-03-26,2026-08-11 11:43:43
8,3,OLD,20261804,폭탄,2026-03-18,9784900,0.7,285900,3,176211000,1433,59,4.3,23192,132,184,2026-03-26,2026-08-11 11:43:43
9,0,OLD,20241575,메소드연기,2026-03-18,10330900,0.7,-4241400,-29.1,490499260,1339,-718,-34.9,53283,211,255,2026-03-26,2026-08-11 11:43:43
10,4,OLD,20232662,삼악도,2026-03-11,8920000,0.6,2081900,30.4,800461800,1073,187,21.1,86600,120,166,2026-03-26,2026-08-11 11:43:43
