rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,5355541070,67.3,-1148756470,-17.7,17963904750,498936,-107321,-17.7,1649077,2237,8413,2025-08-24,2026-08-15 16:19:42
2,0,OLD,20241941,좀비딸,2025-07-30,1041088460,13.1,-102962810,-9,47491253750,107084,-9785,-8.4,5003552,912,2352,2025-08-24,2026-08-15 16:19:42
3,0,OLD,20254501,F1 더 무비,2025-06-25,608919580,7.7,-47265870,-7.2,48613836320,59898,-4146,-6.5,4505408,630,1275,2025-08-24,2026-08-15 16:19:42
4,1,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,190485420,2.4,-5178160,-2.6,1931875210,18460,-448,-2.4,188573,289,427,2025-08-24,2026-08-15 16:19:42
5,-1,OLD,20210546,악마가 이사왔다,2025-08-13,173535630,2.2,-23018690,-11.7,3617559550,17146,-2158,-11.2,378607,508,715,2025-08-24,2026-08-15 16:19:42
6,0,OLD,20254275,킹 오브 킹스,2025-07-16,114990200,1.4,31052300,37,12066170336,11993,3245,37.1,1278122,288,314,2025-08-24,2026-08-15 16:19:42
7,1,OLD,20247460,배드 가이즈 2,2025-07-30,50541120,0.6,4188520,9,3500257330,5383,311,6.1,387768,204,224,2025-08-24,2026-08-15 16:19:42
8,-1,OLD,20252680,스머프,2025-08-06,47527250,0.6,-566590,-1.2,1568705140,5242,-85,-1.6,176871,250,266,2025-08-24,2026-08-15 16:19:42
9,1,OLD,20231024,온리 갓 노우즈 에브리띵,2025-08-22,27718500,0.3,-8643300,-23.8,127404500,2852,-977,-25.5,14057,269,311,2025-08-24,2026-08-15 16:19:42
10,-1,OLD,20255937,어글리 시스터,2025-08-20,27887900,0.4,-15387300,-35.6,173807400,2667,-1391,-34.3,17468,139,176,2025-08-24,2026-08-15 16:19:42
