rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,NEW,20258383,나우 유 씨 미 3,2025-11-12,762366540,48.2,762366540,100,768225540,82300,82300,100,82951,1261,5132,2025-11-12,2026-08-15 16:16:51
2,1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,193784860,12.3,80579760,71.2,31904473460,19512,8404,75.7,3019503,633,1681,2025-11-12,2026-08-15 16:16:51
3,-1,OLD,20253852,퍼스트 라이드,2025-10-29,119141890,7.5,-2363110,-1.9,5708299720,12949,-409,-3.1,616593,610,1567,2025-11-12,2026-08-15 16:16:51
4,-3,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,116667860,7.4,-58076160,-33.2,2781177370,12177,-4891,-28.7,267976,671,1863,2025-11-12,2026-08-15 16:16:51
5,0,OLD,20257570,8번 출구,2025-10-22,40230100,2.5,2412280,6.4,4013729870,4092,397,10.7,408764,404,619,2025-11-12,2026-08-15 16:16:51
6,0,NEW,20254824,명탐정 코난: 척안의 잔상,2025-07-16,27873500,1.8,27873500,100,7300464240,2517,2517,100,741430,62,218,2025-11-12,2026-08-15 16:16:51
7,3,OLD,20247429,세계의 주인,2025-10-22,24307300,1.5,4711600,24,929272880,2500,438,21.2,96669,186,242,2025-11-12,2026-08-15 16:16:51
8,-4,OLD,20256320,부고니아,2025-11-05,22318900,1.4,-13338100,-37.4,471446010,2376,-1355,-36.3,47700,270,335,2025-11-12,2026-08-15 16:16:51
9,-3,OLD,20253340,구원자,2025-11-05,17289700,1.1,-6233100,-26.5,264838110,1952,-817,-29.5,29806,111,139,2025-11-12,2026-08-15 16:16:51
10,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,18628980,1.2,-1856400,-9.1,60486817420,1896,-174,-8.4,5607250,238,271,2025-11-12,2026-08-15 16:16:51
