rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,NEW,20254375,프레데터: 죽음의 땅,2025-11-05,342976290,24.0,342976290,100,368377290,34746,34746,100,36427,952,3456,2025-11-05,2026-08-15 16:16:56
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,254710540,17.8,108873840,74.7,30128581120,24605,9951,67.9,2849505,642,1738,2025-11-05,2026-08-15 16:16:56
3,-2,OLD,20253852,퍼스트 라이드,2025-10-29,207468280,14.5,-7875820,-3.7,4035082830,22418,-1574,-6.6,440391,772,2137,2025-11-05,2026-08-15 16:16:56
4,0,NEW,20256320,부고니아,2025-11-05,85688870,6.0,85688870,100,104779870,9092,9092,100,11191,518,1143,2025-11-05,2026-08-15 16:16:56
5,-2,OLD,20257570,8번 출구,2025-10-22,66406100,4.6,-7326000,-9.9,3378660170,7033,-685,-8.9,345411,483,748,2025-11-05,2026-08-15 16:16:56
6,20,OLD,20253340,구원자,2025-11-05,51397100,3.6,48796100,1876.1,61939100,5939,5650,1955,7051,498,982,2025-11-05,2026-08-15 16:16:56
7,0,NEW,20257361,난징사진관,2025-11-05,41456800,2.9,41456800,100,52778600,4585,4585,100,5765,272,358,2025-11-05,2026-08-15 16:16:56
8,0,NEW,20010083,반지의 제왕 : 반지원정대,2001-12-31,56491460,4.0,56491460,100,488751500,3845,3845,100,39470,11,49,2025-11-05,2026-08-15 16:16:56
9,0,NEW,20258311,엄마를 버리러 갑니다,2025-11-05,29553800,2.1,29553800,100,34684800,3401,3401,100,4134,155,308,2025-11-05,2026-08-15 16:16:56
10,0,NEW,20247693,위키드,2024-11-20,28532900,2.0,28532900,100,22216605450,3121,3121,100,2249769,151,350,2025-11-05,2026-08-15 16:16:56
