rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20250654,오디세이,2026-08-05,3490658270,47.2,818493400,30.6,9328747380,310288,64069,26,851580,1633,5012,2026-08-07,2026-08-15 15:57:00
2,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,2995154840,40.5,627270730,26.5,51756860150,286709,48643,20.4,4938329,1751,6084,2026-08-07,2026-08-15 15:57:00
3,0,OLD,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,384140750,5.2,-2204630,-0.6,1748077730,41708,-2060,-4.7,186051,822,1798,2026-08-07,2026-08-15 15:57:00
4,0,OLD,20233219,호프,2026-07-15,323269460,4.4,61339910,23.4,46354686870,30831,3631,13.3,4323802,658,1135,2026-08-07,2026-08-15 15:57:00
5,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,40089750,0.5,1401550,3.6,7501880440,4525,-121,-2.6,753199,260,281,2026-08-07,2026-08-15 15:57:00
6,1,OLD,20264148,어떻게 해야 했을까?,2026-07-29,36250000,0.5,2766950,8.3,413315150,3505,85,2.5,41203,81,145,2026-08-07,2026-08-15 15:57:00
7,2,OLD,20262902,다윗,2026-07-10,25396950,0.3,10659450,72.3,2674815240,2671,1064,66.2,275161,75,79,2026-08-07,2026-08-15 15:57:00
8,0,OLD,20259781,토이 스토리 5,2026-06-17,23252890,0.3,-875310,-3.6,30169581750,2415,-250,-9.4,2935404,141,149,2026-08-07,2026-08-15 15:57:00
9,1,OLD,20259946,모아나,2026-07-08,15306450,0.2,1498900,10.9,10804545630,1570,34,2.2,1019228,91,97,2026-08-07,2026-08-15 15:57:00
10,5,OLD,20265254,투모로우바이투게더 브이알 콘서트 : 엔드리스 라이드,2026-07-31,16091000,0.2,4986000,44.9,195756000,454,140,44.6,5528,2,16,2026-08-07,2026-08-15 15:57:00
