rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1383056850,27.9,423103670,44.1,18541798750,129311,38872,43,1732238,995,3099,2025-10-11,2026-08-15 16:17:50
2,-1,OLD,20228988,보스,2025-10-03,1196019950,24.1,327193860,37.7,18768893720,122839,31770,34.9,1943305,1149,5135,2025-10-11,2026-08-15 16:17:50
3,0,OLD,20243561,어쩔수가없다,2025-09-24,740584690,14.9,192563240,35.1,25260642770,74990,18646,33.1,2575715,1004,3092,2025-10-11,2026-08-15 16:17:50
4,0,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,363797370,7.3,153661880,73.1,3624418830,35895,15114,72.7,340304,646,1069,2025-10-11,2026-08-15 16:17:50
5,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,272875410,5.5,74472080,37.5,58137161820,27035,7326,37.2,5374810,597,881,2025-10-11,2026-08-15 16:17:50
6,0,OLD,20254021,트론: 아레스,2025-10-08,240609400,4.9,55564180,30,1387583580,20567,4233,25.9,124296,725,1495,2025-10-11,2026-08-15 16:17:50
7,1,OLD,20243864,연의 편지,2025-10-01,109061570,2.2,20879040,23.7,1607084550,11363,2039,21.9,170099,426,523,2025-10-11,2026-08-15 16:17:50
8,-1,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,101457600,2.0,13012400,14.7,2122129600,11224,1141,11.3,238651,302,535,2025-10-11,2026-08-15 16:17:50
9,2,OLD,20242964,얼굴,2025-09-11,64923700,1.3,23548640,56.9,10866141990,6539,2316,54.8,1061228,276,353,2025-10-11,2026-08-15 16:17:50
10,-1,OLD,20257208,개비의 매직하우스 극장판,2025-10-03,56921430,1.1,909180,1.6,889255220,6082,-25,-0.4,95150,291,334,2025-10-11,2026-08-15 16:17:50
