rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,1568221270,28.4,-698716270,-30.8,4851881830,157833,-73270,-31.7,499416,1608,6089,2026-05-02,2026-08-15 16:01:10
2,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,1596603230,28.9,-299995200,-15.8,5730811170,153936,-29852,-16.2,590930,1368,5318,2026-05-02,2026-08-15 16:01:10
3,0,OLD,20254121,살목지,2026-04-08,1320311580,23.9,-193259830,-12.8,25774036810,128023,-18249,-12.5,2512323,1318,3490,2026-05-02,2026-08-15 16:01:10
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,376655680,6.8,-18812990,-4.8,29620686870,31577,-1397,-4.2,2618065,464,643,2026-05-02,2026-08-15 16:01:10
5,0,OLD,20240532,짱구,2026-04-22,244209220,4.4,-4181960,-1.7,2645204050,24202,-377,-1.5,273378,509,798,2026-05-02,2026-08-15 16:01:10
6,1,OLD,20242837,왕과 사는 남자,2026-02-04,115444720,2.1,-3977250,-3.3,161834632750,11581,-538,-4.4,16764781,290,378,2026-05-02,2026-08-15 16:01:10
7,-1,OLD,20262685,란 12.3,2026-04-22,110344450,2.0,-24787810,-18.3,1874621540,11115,-2528,-18.5,186703,280,343,2026-05-02,2026-08-15 16:01:10
8,0,OLD,20247648,내 이름은,2026-04-15,32751400,0.6,-1107850,-3.3,1678049020,3423,-211,-5.8,188072,169,209,2026-05-02,2026-08-15 16:01:10
9,1,OLD,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2026-04-22,24016600,0.4,-836500,-3.4,414648950,2250,-115,-4.9,31343,84,96,2026-05-02,2026-08-15 16:01:10
10,2,OLD,20070602,마녀배달부 키키,2007-11-22,21331400,0.4,6746300,46.3,1239798694,1967,586,42.4,126203,55,57,2026-05-02,2026-08-15 16:01:10
