rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242964,얼굴,2025-09-11,252447960,19.5,-39568020,-13.5,8065411880,25433,-3585,-12.4,777314,972,3201,2025-09-23,2026-08-15 16:18:01
2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,223505370,17.2,249800,0.1,52590754210,19900,-85,-0.4,4840657,925,2431,2025-09-23,2026-08-15 16:18:01
3,0,OLD,20243561,어쩔수가없다,2025-09-24,169854000,13.1,69681300,69.6,270922700,14828,6567,79.5,23153,88,89,2025-09-23,2026-08-15 16:18:01
4,1,OLD,20254501,F1 더 무비,2025-06-25,39298900,3.0,4903680,14.3,54249800270,5579,734,15.1,5120996,491,733,2025-09-23,2026-08-15 16:18:01
5,3,OLD,20233039,살인자 리포트,2025-09-05,47797100,3.7,13070320,37.6,3606632660,5280,1707,47.8,360799,483,760,2025-09-23,2026-08-15 16:18:01
6,-2,OLD,20030047,모노노케 히메,2003-04-25,52591800,4.1,-144760,-0.3,1762153980,5061,86,1.7,138752,503,837,2025-09-23,2026-08-15 16:18:01
7,-1,OLD,20245485,귀시,2025-09-17,41035000,3.2,188600,0.5,637911310,4235,115,2.8,63425,503,803,2025-09-23,2026-08-15 16:18:01
8,2,OLD,20161872,너의 이름은.,2017-01-04,57222900,4.4,9922800,21,32508503487,3510,670,23.6,3962543,47,48,2025-09-23,2026-08-15 16:18:01
9,-2,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,34873500,2.7,-3659500,-9.5,581500600,3339,-305,-8.4,53704,240,509,2025-09-23,2026-08-15 16:18:01
10,3,OLD,20257083,건국전쟁2 ,2025-09-10,26583500,2.0,7777400,41.4,433056360,2693,687,34.2,43913,186,213,2025-09-23,2026-08-15 16:18:01
