rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20243561,어쩔수가없다,2025-09-24,2529634790,46.9,-58341820,-2.3,10464668850,240255,-1758,-0.7,1073665,1786,6738,2025-09-28,2026-08-15 16:17:58
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1184017810,21.9,-198261480,-14.3,5027267700,105568,-17333,-14.1,474471,1064,3500,2025-09-28,2026-08-15 16:17:58
3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,483033460,9.0,-41544280,-7.9,54225565800,44837,-3232,-6.7,4996274,688,1240,2025-09-28,2026-08-15 16:17:58
4,0,OLD,20242964,얼굴,2025-09-11,354648210,6.6,-27198610,-7.1,9355676600,34021,-2071,-5.7,907387,811,1515,2025-09-28,2026-08-15 16:17:58
5,0,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,301861800,5.6,61167000,25.4,680016000,32432,6083,23.1,72573,369,734,2025-09-28,2026-08-15 16:17:58
6,2,OLD,20256962,바다 탐험대 옥토넛 어보브 앤 비욘드 : 콰지의 깜짝 어드벤처,2025-09-27,73007400,1.4,23850500,48.5,140361000,7266,2357,48,14103,279,400,2025-09-28,2026-08-15 16:17:58
7,-1,OLD,20030047,모노노케 히메,2003-04-25,64765040,1.2,-14109210,-17.9,2027735330,6028,-1285,-17.6,164797,274,317,2025-09-28,2026-08-15 16:17:58
8,-1,OLD,20254501,F1 더 무비,2025-06-25,37036880,0.7,16160,0,54403239770,5296,-14,-0.3,5142833,220,248,2025-09-28,2026-08-15 16:17:58
9,0,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,45202300,0.8,-1966000,-4.2,759920900,4279,-135,-3.1,71601,185,241,2025-09-28,2026-08-15 16:17:58
10,0,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,78700500,1.5,-14733200,-15.8,1210555400,3181,-834,-20.8,49303,123,157,2025-09-28,2026-08-15 16:17:58
