rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1827069870,74.4,-14929820,-0.8,60159546240,194636,-834,-0.4,6218901,1778,7331,2026-02-24,2026-08-15 16:05:56
2,0,OLD,20241266,휴민트,2026-02-11,258103480,10.5,-69385320,-21.2,16552910110,26624,-5491,-17.1,1637745,936,3086,2026-02-24,2026-08-15 16:05:56
3,0,OLD,20252373,넘버원,2026-02-11,46301500,1.9,-1501350,-3.1,2400950250,5091,-185,-3.5,249779,502,763,2026-02-24,2026-08-15 16:05:56
4,0,OLD,20247457,신의악단,2025-12-31,44477240,1.8,1302790,3,12964872110,4914,247,5.3,1358226,416,632,2026-02-24,2026-08-15 16:05:56
5,0,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,42252500,1.7,-3647400,-7.9,708559200,4590,116,2.6,69487,181,340,2026-02-24,2026-08-15 16:05:56
6,0,OLD,20261150,점보,2026-02-18,30184100,1.2,7913950,35.5,402230120,3553,969,37.5,45106,291,321,2026-02-24,2026-08-15 16:05:56
7,1,OLD,20250428,센티멘탈 밸류,2026-02-18,22528200,0.9,4658130,26.1,250338110,2400,485,25.3,25154,197,225,2026-02-24,2026-08-15 16:05:56
8,-1,OLD,20249255,만약에 우리,2025-12-31,22582470,0.9,-1606730,-6.6,25425413910,2187,-141,-6.1,2594460,249,341,2026-02-24,2026-08-15 16:05:56
9,0,NEW,20241501,매드 댄스 오피스,2026-03-04,13878000,0.6,13878000,100,17992000,1542,1542,100,1966,7,8,2026-02-24,2026-08-15 16:05:56
10,1,OLD,20257823,폭풍의 언덕,2026-02-11,12486980,0.5,2096450,20.2,577532170,1324,208,18.6,57770,170,196,2026-02-24,2026-08-15 16:05:56
