rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,NEW,20256396,아바타: 불과 재,2025-12-17,2950290960,71.7,2950290960,100,2979384960,265031,265031,100,266411,2582,8143,2025-12-17,2026-08-15 16:15:05
2,-1,OLD,20252432,주토피아 2,2025-11-26,794541870,19.3,-93966270,-10.6,54295531830,85554,-7559,-8.1,5631499,1084,2909,2025-12-17,2026-08-15 16:15:05
3,-1,OLD,20249326,윗집 사람들,2025-12-03,86976520,2.1,-79462800,-47.7,4387295180,9154,-8429,-47.9,454969,501,834,2025-12-17,2026-08-15 16:15:05
4,-1,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,37667300,0.9,-31420300,-45.5,3238949310,4044,-3122,-43.6,317776,244,275,2025-12-17,2026-08-15 16:15:05
5,2,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,24589500,0.6,-3975800,-13.9,797062500,3303,-330,-9.1,91926,260,277,2025-12-17,2026-08-15 16:15:05
6,12,OLD,20242541,룩백,2024-09-05,24237060,0.6,18547560,326,3100659814,2518,1928,326.8,322586,25,28,2025-12-17,2026-08-15 16:15:05
7,3,OLD,20254054,여행과 나날,2025-12-10,21761760,0.5,-1431040,-6.2,265699210,2462,-46,-1.8,27788,74,89,2025-12-17,2026-08-15 16:15:05
8,-2,OLD,20233259,정보원,2025-12-03,19953600,0.5,-16637800,-45.5,1431497100,2448,-1709,-41.1,156259,56,66,2025-12-17,2026-08-15 16:15:05
9,-5,OLD,20253906,프레디의 피자가게 2,2025-12-03,23500800,0.6,-39593730,-62.8,1911466160,2414,-4127,-63.1,193767,121,149,2025-12-17,2026-08-15 16:15:05
10,-5,OLD,20255381,위키드: 포 굿,2025-11-19,13460700,0.3,-34086070,-71.7,9596269540,1507,-3461,-69.7,938949,69,73,2025-12-17,2026-08-15 16:15:05
