rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20242402,눈동자,2026-06-24,439220960,36.7,-868174800,-66.4,8983187190,43648,-83486,-65.7,886332,994,3534,2026-07-06,2026-08-15 15:57:57
2,-1,OLD,20259781,토이 스토리 5,2026-06-17,310925150,26.0,-1428805600,-82.1,23071862890,30951,-141451,-82,2249432,987,3305,2026-07-06,2026-08-15 15:57:57
3,0,OLD,20252402,군체,2026-05-21,100448800,8.4,-152542950,-60.3,61631169990,9642,-14896,-60.7,5851944,624,1416,2026-07-06,2026-08-15 15:57:57
4,0,OLD,20263530,마티 슈프림,2026-07-01,57034710,4.8,-85292270,-59.9,797400060,5506,-7342,-57.1,75768,553,1020,2026-07-06,2026-08-15 15:57:57
5,0,OLD,20248252,와일드 씽,2026-06-03,44918750,3.8,-74254640,-62.3,12672192140,4806,-7444,-60.8,1308417,491,831,2026-07-06,2026-08-15 15:57:57
6,2,OLD,20263030,백룸,2026-05-27,29473300,2.5,-38658660,-56.7,12749313810,2775,-3612,-56.6,1194858,229,314,2026-07-06,2026-08-15 15:57:57
7,0,OLD,20264056,그린랜드 2: 마이그레이션,2026-07-01,24681370,2.1,-45887870,-65,364494650,2587,-4505,-63.5,38160,327,525,2026-07-06,2026-08-15 15:57:57
8,-2,OLD,20264027,극장판 도라에몽: 신 진구의 해저비밀성,2026-07-01,16379400,1.4,-91753200,-84.9,380155700,1604,-9754,-85.9,41661,132,387,2026-07-06,2026-08-15 15:57:57
9,1,OLD,20264427,극장판 암살교실 모두의 시간,2026-07-01,14055050,1.2,-22479900,-61.5,197050650,1313,-2140,-62,18533,125,175,2026-07-06,2026-08-15 15:57:57
10,9,OLD,20264352,앤팀 브이알 콘서트 : 바운드리스,2026-06-26,37383000,3.1,10191000,37.5,309282000,1041,284,37.5,8609,1,8,2026-07-06,2026-08-15 15:57:57
