rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,4174462150,80.5,-4600940750,-52.4,39990708200,401780,-424149,-51.4,3785868,2178,8774,2026-08-03,2026-08-09 10:17:35
2,0,OLD,20233219,호프,2026-07-15,618271300,11.9,-582116270,-48.5,44896588550,63927,-53970,-45.8,4174472,901,2658,2026-08-03,2026-08-09 10:17:35
3,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,113041800,2.2,-105371390,-48.2,7266805090,12454,-10576,-45.9,726394,672,1050,2026-08-03,2026-08-09 10:17:35
4,1,OLD,20259781,토이 스토리 5,2026-06-17,71227390,1.4,-44148190,-38.3,30022826170,7454,-4100,-35.5,2919664,384,487,2026-08-03,2026-08-09 10:17:35
5,-1,OLD,20259946,모아나,2026-07-08,65168340,1.3,-58931060,-47.5,10691943870,6986,-5777,-45.3,1006933,437,580,2026-08-03,2026-08-09 10:17:35
6,2,OLD,20264148,어떻게 해야 했을까?,2026-07-29,31604660,0.6,-24973140,-44.1,275050480,3147,-2287,-42.1,27155,59,103,2026-08-03,2026-08-09 10:17:35
7,0,OLD,20262902,다윗,2026-07-10,29609230,0.6,-65013720,-68.7,2593378990,3085,-6832,-68.9,266434,171,199,2026-08-03,2026-08-09 10:17:35
8,1,OLD,20242402,눈동자,2026-06-24,15303850,0.3,-9747450,-38.9,15876970350,1489,-852,-36.4,1538864,164,185,2026-08-03,2026-08-09 10:17:35
9,1,OLD,20264665,드림 애니멀즈: 더무비,2026-07-24,7537100,0.1,-5249400,-41.1,382904050,845,-566,-40.1,42841,112,112,2026-08-03,2026-08-09 10:17:35
10,0,NEW,20250654,오디세이,2026-08-05,6102000,0.1,6102000,100,16710000,678,678,100,1302,2,2,2026-08-03,2026-08-09 10:17:35
