rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,1001853570,58.7,-2741426180,-73.2,38470986680,101982,-263476,-72.1,3576906,1732,6914,2026-06-01,2026-08-15 15:58:37
2,0,OLD,20263030,백룸,2026-05-27,297731370,17.4,-909407060,-75.3,4503189630,28523,-84429,-74.7,419581,762,2138,2026-06-01,2026-08-15 15:58:37
3,0,OLD,20259626,마이클,2026-05-13,144152970,8.4,-451366410,-75.8,15635880100,14792,-40402,-73.2,1409722,660,1536,2026-06-01,2026-08-15 15:58:37
4,0,OLD,20258236,만달로리안과 그로구,2026-05-27,95106040,5.6,-250962630,-72.5,1518550630,8136,-20105,-71.2,124856,598,1167,2026-06-01,2026-08-15 15:58:37
5,5,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,20968700,1.2,-16342200,-43.8,16085343470,2098,-1404,-40.1,1587503,207,262,2026-06-01,2026-08-15 15:58:37
6,-1,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,17079100,1.0,-238127480,-93.3,582246900,2039,-25512,-92.6,62460,344,449,2026-06-01,2026-08-15 15:58:37
7,1,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,14826800,0.9,-26934650,-64.5,538634350,1473,-2257,-60.5,47146,127,154,2026-06-01,2026-08-15 15:58:37
8,3,OLD,20262975,신극장판 은혼: 요시와라 대염상,2026-05-20,10055100,0.6,-26576000,-72.6,743758500,950,-2418,-71.8,66009,121,133,2026-06-01,2026-08-15 15:58:37
9,3,OLD,20261782,프로젝트 헤일메리,2026-03-18,9407150,0.6,-12300350,-56.7,32834535140,921,-1076,-53.9,2894974,98,109,2026-06-01,2026-08-15 15:58:37
10,10,OLD,20242837,왕과 사는 남자,2026-02-04,6944200,0.4,83250,1.2,163024866730,893,159,21.7,16889947,53,60,2026-06-01,2026-08-15 15:58:37
