rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,2586365530,69.9,354808770,15.9,45244496850,264713,24930,10.4,4679347,1771,7277,2026-02-20,2026-08-15 16:06:02
2,0,OLD,20241266,휴민트,2026-02-11,519326920,14.0,-13354360,-2.5,14029212080,51305,-3529,-6.4,1390945,1089,3982,2026-02-20,2026-08-15 16:06:02
3,0,OLD,20252373,넘버원,2026-02-11,85752790,2.3,-11753840,-12.1,1992707070,9033,-1729,-16.1,207640,593,988,2026-02-20,2026-08-15 16:06:02
4,0,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,84787600,2.3,-7083500,-7.7,368961400,8195,-980,-10.7,36273,190,380,2026-02-20,2026-08-15 16:06:02
5,0,OLD,20247457,신의악단,2025-12-31,74579950,2.0,-3735480,-4.8,12564393260,8017,-463,-5.5,1315695,457,684,2026-02-20,2026-08-15 16:06:02
6,1,OLD,20249255,만약에 우리,2025-12-31,47107840,1.3,1869140,4.1,25282754440,4384,-102,-2.3,2580776,304,418,2026-02-20,2026-08-15 16:06:02
7,3,OLD,20250428,센티멘탈 밸류,2026-02-18,31498370,0.9,7628830,32,135280310,3416,870,34.2,13529,192,230,2026-02-20,2026-08-15 16:06:02
8,-2,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,35693300,1.0,-19153600,-34.9,621968100,3408,-2125,-38.4,59158,75,102,2026-02-20,2026-08-15 16:06:02
9,2,OLD,20261150,점보,2026-02-18,29130000,0.8,7941460,37.5,180442240,3263,793,32.1,19902,312,352,2026-02-20,2026-08-15 16:06:02
10,-1,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,20243100,0.5,-6550600,-24.4,2003062580,2102,-867,-29.2,203548,192,251,2026-02-20,2026-08-15 16:06:02
