rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20242837,왕과 사는 남자,2026-02-04,775585340,35.9,-35741920,-4.4,12862150540,83916,-3008,-3.5,1365890,1206,4331,2026-02-12,2026-08-15 16:06:43
2,-1,OLD,20241266,휴민트,2026-02-11,766996380,35.5,-338416250,-30.6,2074057410,81183,-35557,-30.5,212808,1494,6079,2026-02-12,2026-08-15 16:06:43
3,0,OLD,20252373,넘버원,2026-02-11,123347500,5.7,-32842680,-21,478745290,13932,-3299,-19.1,51252,643,1629,2026-02-12,2026-08-15 16:06:43
4,1,OLD,20247457,신의악단,2025-12-31,80086880,3.7,5662880,7.6,11011804630,8661,741,9.4,1159533,428,613,2026-02-12,2026-08-15 16:06:43
5,-1,OLD,20257823,폭풍의 언덕,2026-02-11,62782790,2.9,-36294700,-36.6,186026280,6778,-3701,-35.3,18778,423,759,2026-02-12,2026-08-15 16:06:43
6,0,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,62731500,2.9,163630,0.3,1540685760,6751,-112,-1.6,156312,354,549,2026-02-12,2026-08-15 16:06:43
7,0,OLD,20249255,만약에 우리,2025-12-31,62069000,2.9,-1109670,-1.8,24648492630,6189,-67,-1.1,2520711,371,529,2026-02-12,2026-08-15 16:06:43
8,0,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,34488400,1.6,-30322500,-46.8,344477300,3390,-2849,-45.7,32374,83,109,2026-02-12,2026-08-15 16:06:43
9,1,OLD,20250878,노 머시: 90분,2026-02-04,23687200,1.1,4838800,25.7,753782050,2802,645,29.9,78028,155,188,2026-02-12,2026-08-15 16:06:43
10,0,NEW,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,11847400,0.5,11847400,100,29748000,1463,1463,100,3259,141,169,2026-02-12,2026-08-15 16:06:43
