rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20258383,나우 유 씨 미 3,2025-11-12,629849950,41.7,-132516590,-17.4,1398075490,68497,-13803,-16.8,151448,1251,4993,2025-11-13,2026-08-15 16:16:50
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,210524310,13.9,16739450,8.6,32114997770,21558,2046,10.5,3041061,656,1770,2025-11-13,2026-08-15 16:16:50
3,0,OLD,20253852,퍼스트 라이드,2025-10-29,169110510,11.2,49968620,41.9,5877410230,19091,6142,47.4,635684,662,1661,2025-11-13,2026-08-15 16:16:50
4,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,113694000,7.5,-2973860,-2.5,2894871370,11990,-187,-1.5,279966,673,1825,2025-11-13,2026-08-15 16:16:50
5,0,OLD,20257570,8번 출구,2025-10-22,46615620,3.1,6385520,15.9,4060345490,4815,723,17.7,413579,412,633,2025-11-13,2026-08-15 16:16:50
6,5,OLD,20090284,코렐라인,2009-05-21,24832000,1.6,7048500,39.6,3256258800,2629,860,48.6,406649,149,216,2025-11-13,2026-08-15 16:16:50
7,0,OLD,20247429,세계의 주인,2025-10-22,23011960,1.5,-1295340,-5.3,952284840,2324,-176,-7,98993,201,257,2025-11-13,2026-08-15 16:16:50
8,2,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,21891300,1.4,3262320,17.5,60508708720,2266,370,19.5,5609516,244,279,2025-11-13,2026-08-15 16:16:50
9,-1,OLD,20256320,부고니아,2025-11-05,20780400,1.4,-1538500,-6.9,492226410,2113,-263,-11.1,49813,268,325,2025-11-13,2026-08-15 16:16:50
10,-4,OLD,20254824,명탐정 코난: 척안의 잔상,2025-07-16,17700000,1.2,-10173500,-36.5,7318164240,1604,-913,-36.3,743034,62,208,2025-11-13,2026-08-15 16:16:50
