rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,838092040,46.1,24573280,3,36675561490,79539,5555,7.5,3395818,1609,5027,2025-09-03,2026-08-15 16:18:53
2,0,NEW,20256702,컨저링: 마지막 의식,2025-09-03,397341310,21.9,397341310,100,400878310,39581,39581,100,39926,843,2219,2025-09-03,2026-08-15 16:18:53
3,-1,OLD,20254501,F1 더 무비,2025-06-25,141457480,7.8,-45178360,-24.2,51655105090,14607,-3702,-20.2,4812627,635,1337,2025-09-03,2026-08-15 16:18:53
4,-1,OLD,20241941,좀비딸,2025-07-30,133630700,7.4,-20624580,-13.4,51133538390,14602,-2144,-12.8,5396180,688,1804,2025-09-03,2026-08-15 16:18:53
5,0,NEW,20256071,투게더,2025-09-03,56333900,3.1,56333900,100,79440100,7925,7925,100,10504,251,646,2025-09-03,2026-08-15 16:18:53
6,-2,OLD,20256281,첫사랑 엔딩,2025-08-27,38704600,2.1,-24125700,-38.4,762481370,4071,-2545,-38.5,80918,273,394,2025-09-03,2026-08-15 16:18:53
7,0,NEW,20020328,이티,1984-06-23,23080700,1.3,23080700,100,84396200,2409,2409,100,10448,117,189,2025-09-03,2026-08-15 16:18:53
8,0,NEW,20233039,살인자 리포트,2025-09-05,17028000,0.9,17028000,100,25110000,1892,1892,100,2790,10,10,2025-09-03,2026-08-15 16:18:53
9,-4,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,15535300,0.9,-16145900,-51,2642470590,1558,-1556,-50,258876,162,207,2025-09-03,2026-08-15 16:18:53
10,-4,OLD,20210546,악마가 이사왔다,2025-08-13,13782100,0.8,-13020600,-48.6,4022276210,1517,-1422,-48.4,423621,120,149,2025-09-03,2026-08-15 16:18:53
