rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20243561,어쩔수가없다,2025-09-24,1335516590,42.2,240023490,21.9,5347057450,127023,17297,15.8,591397,1872,7211,2025-09-26,2026-08-15 16:17:59
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,962442200,30.4,382772140,66,2460970600,83236,29334,54.4,246002,881,2930,2025-09-26,2026-08-15 16:17:59
3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,268310190,8.5,105295490,64.6,53217954600,23967,8655,56.5,4903368,618,1224,2025-09-26,2026-08-15 16:17:59
4,0,OLD,20242964,얼굴,2025-09-11,207745950,6.6,59743250,40.4,8619181570,19889,5034,33.9,837274,766,1648,2025-09-26,2026-08-15 16:17:59
5,1,OLD,20030047,모노노케 히메,2003-04-25,45224200,1.4,14053640,45.1,1884096040,4338,1321,43.8,151456,304,359,2025-09-26,2026-08-15 16:17:59
6,-1,OLD,20254501,F1 더 무비,2025-06-25,29784700,0.9,5352700,21.9,54329182170,4164,719,20.9,5132227,224,258,2025-09-26,2026-08-15 16:17:59
7,0,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,28864700,0.9,2666000,10.2,667550300,2676,148,5.9,62908,205,274,2025-09-26,2026-08-15 16:17:59
8,1,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,59322800,1.9,4539500,8.3,1038421200,2400,177,8,42107,115,150,2025-09-26,2026-08-15 16:17:59
9,-1,OLD,20241941,좀비딸,2025-07-30,8290000,0.3,-8898000,-51.8,53004209590,1271,-1249,-49.6,5621937,84,88,2025-09-26,2026-08-15 16:17:59
10,94,OLD,20256034,킹 오브 프리즘 -유어 엔드리스 콜- 모두 빛나라! 프리즘 투어즈 ,2025-07-18,9911140,0.3,9826640,11629.2,297835630,1093,1083,10830,31393,12,16,2025-09-26,2026-08-15 16:17:59
