rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,NEW,20252432,주토피아 2,2025-11-26,2491089050,72.0,2491089050,100,2512128050,309168,309168,100,310951,2084,8027,2025-11-26,2026-08-15 16:16:41
2,-1,OLD,20258383,나우 유 씨 미 3,2025-11-12,271747320,7.9,-3419660,-1.2,10481743740,35043,5239,17.6,1107540,844,1985,2025-11-26,2026-08-15 16:16:41
3,-1,OLD,20255381,위키드: 포 굿,2025-11-19,281603140,8.1,-7360120,-2.5,6474425460,34125,5428,18.9,630363,1023,2260,2025-11-26,2026-08-15 16:16:41
4,-1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,84833480,2.5,3492060,4.3,34752790370,9899,1461,17.3,3302913,494,668,2025-11-26,2026-08-15 16:16:41
5,-1,OLD,20257161,국보,2025-11-19,71316300,2.1,7033790,10.9,760406910,9251,2204,31.3,81267,372,483,2025-11-26,2026-08-15 16:16:41
6,0,NEW,20242374,한란,2025-11-26,24466200,0.7,24466200,100,34633800,3458,3458,100,4561,262,345,2025-11-26,2026-08-15 16:16:41
7,-1,OLD,20247429,세계의 주인,2025-10-22,26529600,0.8,-12435450,-31.9,1347402750,3327,-644,-16.2,139310,106,146,2025-11-26,2026-08-15 16:16:41
8,0,NEW,20125316,석류의 빛깔 ,2025-11-26,26474500,0.8,26474500,100,32421500,2983,2983,100,3874,55,68,2025-11-26,2026-08-15 16:16:41
9,-4,OLD,20243405,나혼자 프린스,2025-11-19,18711300,0.5,-17622100,-48.5,409038010,2397,-1968,-45.1,45917,232,298,2025-11-26,2026-08-15 16:16:41
10,0,OLD,20253852,퍼스트 라이드,2025-10-29,12546300,0.4,-10795800,-46.3,6787336490,1885,-721,-27.7,735876,52,55,2025-11-26,2026-08-15 16:16:41
