rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,2579467970,73.4,445121570,20.9,4894807370,230039,30277,15.2,448313,2026,8607,2026-05-22,2026-08-15 15:59:03
2,0,OLD,20259626,마이클,2026-05-13,463522440,13.2,157508730,51.5,9513704210,41008,11723,40,848714,874,2796,2026-05-22,2026-08-15 15:59:03
3,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,131440680,3.7,30631930,30.4,15224206770,11684,2271,24.1,1509282,544,1174,2026-05-22,2026-08-15 15:59:03
4,3,OLD,20254121,살목지,2026-04-08,56039500,1.6,23974650,74.8,32913410560,4841,1927,66.1,3203849,446,667,2026-05-22,2026-08-15 15:59:03
5,-1,OLD,20262975,신극장판 은혼: 요시와라 대염상,2026-05-20,56722090,1.6,11407480,25.2,255035150,4779,686,16.8,22347,378,607,2026-05-22,2026-08-15 15:59:03
6,3,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,33194200,0.9,13321600,67,14394520780,3594,1076,42.7,1486871,237,288,2026-05-22,2026-08-15 15:59:03
7,1,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,33818900,1.0,2085850,6.6,123373250,2850,176,6.6,10678,138,220,2026-05-22,2026-08-15 15:59:03
8,3,OLD,20261782,프로젝트 헤일메리,2026-03-18,30616450,0.9,11761730,62.4,32489420400,2654,953,56,2864163,181,221,2026-05-22,2026-08-15 15:59:03
9,-4,OLD,20263253,극장판 내 마음의 위험한 녀석,2026-05-21,29917080,0.9,-13510030,-31.1,73344190,2543,-1352,-34.7,6438,109,181,2026-05-22,2026-08-15 15:59:03
10,0,OLD,20242837,왕과 사는 남자,2026-02-04,14060700,0.4,-4743250,-25.2,162899155990,1500,-834,-35.7,16876674,129,150,2026-05-22,2026-08-15 15:59:03
