rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254121,살목지,2026-04-08,1544389690,40.1,629765110,68.9,19388858970,147850,61323,70.9,1874676,1378,5625,2026-04-25,2026-08-15 16:01:15
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,667492690,17.3,351813370,111.4,27636318200,56289,30151,115.4,2444338,800,2084,2026-04-25,2026-08-15 16:01:15
3,0,OLD,20240532,짱구,2026-04-22,444352600,11.5,203303740,84.3,1175205390,44479,19657,79.2,121833,857,1938,2026-04-25,2026-08-15 16:01:15
4,0,OLD,20262685,란 12.3,2026-04-22,337920310,8.8,157614400,87.4,1071609480,32762,15534,90.2,105299,652,1972,2026-04-25,2026-08-15 16:01:15
5,0,OLD,20242837,왕과 사는 남자,2026-02-04,279696810,7.3,136872580,95.8,161031275090,27383,12688,86.3,16681716,687,1644,2026-04-25,2026-08-15 16:01:15
6,0,OLD,20247648,내 이름은,2026-04-15,99718500,2.6,39777500,66.4,1348957440,10368,3818,58.3,150991,562,912,2026-04-25,2026-08-15 16:01:15
7,0,OLD,20262657,리 크로닌의 미이라,2026-04-22,72656260,1.9,17492090,31.7,253040800,6491,1637,33.7,23456,345,499,2026-04-25,2026-08-15 16:01:15
8,0,OLD,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2026-04-22,67305600,1.7,20490100,43.8,231569100,4441,1599,56.3,14898,90,147,2026-04-25,2026-08-15 16:01:15
9,0,OLD,20070602,마녀배달부 키키,2007-11-22,50437950,1.3,33254620,193.5,1082183634,4302,2519,141.3,111818,146,172,2026-04-25,2026-08-15 16:01:15
10,8,OLD,20262907,고트: 더 레전드,2026-04-17,32711310,0.8,28389060,656.8,231799350,3617,3097,595.6,26148,335,432,2026-04-25,2026-08-15 16:01:15
