rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20228988,보스,2025-10-03,2141535970,35.0,124544030,6.2,6502622100,218913,10059,4.8,671923,1168,5358,2025-10-05,2026-08-15 16:17:54
2,0,OLD,20243561,어쩔수가없다,2025-09-24,1358216670,22.2,-107425000,-7.3,18229978240,133229,-13767,-9.4,1858042,1164,3817,2025-10-05,2026-08-15 16:17:54
3,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1050830340,17.2,-257264950,-19.7,11524952930,95148,-24031,-20.2,1078796,932,3064,2025-10-05,2026-08-15 16:17:54
4,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,392893160,6.4,-115514150,-22.7,56251261360,36617,-10940,-23,5189347,635,928,2025-10-05,2026-08-15 16:17:54
5,0,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,339299680,5.6,5245500,1.6,1474839940,30509,391,1.3,134031,576,802,2025-10-05,2026-08-15 16:17:54
6,0,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,129609800,2.1,-56618300,-30.4,1324815500,14834,-7249,-32.8,149405,387,745,2025-10-05,2026-08-15 16:17:54
7,0,OLD,20243864,연의 편지,2025-10-01,126302220,2.1,-43723450,-25.7,856303840,13006,-4513,-25.8,91267,553,881,2025-10-05,2026-08-15 16:17:54
8,0,OLD,20242964,얼굴,2025-09-11,123026200,2.0,-16829570,-12,10285305500,12455,-1687,-11.9,1002511,454,609,2025-10-05,2026-08-15 16:17:54
9,0,OLD,20257208,개비의 매직하우스 극장판,2025-10-03,70740550,1.2,-36286850,-33.9,458871040,7629,-4012,-34.5,48530,418,546,2025-10-05,2026-08-15 16:17:54
10,0,OLD,20254501,F1 더 무비,2025-06-25,29530620,0.5,21740,0.1,54581641560,4213,-6,-0.1,5168297,126,136,2025-10-05,2026-08-15 16:17:54
