rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20233219,호프,2026-07-15,1057559480,59.5,-1943517630,-64.8,38318463580,103403,-182467,-63.8,3519073,2096,7272,2026-07-27,2026-08-11 11:42:32
2,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,202780900,11.4,-275022600,-57.6,5949070580,21401,-27044,-55.8,584363,774,1856,2026-07-27,2026-08-11 11:42:32
3,0,OLD,20259946,모아나,2026-07-08,145849290,8.2,-200917990,-57.9,9905629670,15049,-19753,-56.8,924284,704,1403,2026-07-27,2026-08-11 11:42:32
4,0,OLD,20259781,토이 스토리 5,2026-06-17,112255100,6.3,-116820500,-51,29335606860,11521,-10966,-48.8,2848640,522,854,2026-07-27,2026-08-11 11:42:32
5,1,OLD,20242402,눈동자,2026-06-24,68698000,3.9,-69954370,-50.5,15664161540,6698,-6376,-48.8,1518312,545,885,2026-07-27,2026-08-11 11:42:32
6,-1,OLD,20262902,다윗,2026-07-10,47140850,2.7,-153002490,-76.4,2204854030,5037,-15778,-75.8,225388,307,379,2026-07-27,2026-08-11 11:42:32
7,0,OLD,20264665,드림 애니멀즈: 더무비,2026-07-24,33524130,1.9,-23802690,-41.5,252320440,3741,-2501,-40.1,28145,337,431,2026-07-27,2026-08-11 11:42:32
8,0,NEW,20255484,오케이 마담2,2026-08-12,26952000,1.5,26952000,100,29553000,2952,2952,100,3241,12,15,2026-07-27,2026-08-11 11:42:32
9,0,OLD,20252402,군체,2026-05-21,8301600,0.5,-3457900,-29.4,62699752740,812,-319,-28.2,5950776,126,143,2026-07-27,2026-08-11 11:42:32
10,-2,OLD,20263530,마티 슈프림,2026-07-01,7342100,0.4,-17421450,-70.4,1364544180,704,-1173,-62.5,126011,53,61,2026-07-27,2026-08-11 11:42:32
