rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,419863690,31.3,-1633951250,-79.6,17106991560,40699,-161257,-79.8,1658022,1127,4197,2026-06-29,2026-08-15 15:58:02
2,0,OLD,20242402,눈동자,2026-06-24,393099650,29.3,-529339790,-57.4,3471786150,38498,-50423,-56.7,343720,809,2716,2026-06-29,2026-08-15 15:58:02
3,0,OLD,20252402,군체,2026-05-21,143828720,10.7,-202276900,-58.4,60371080140,14403,-18960,-56.8,5728416,672,1759,2026-06-29,2026-08-15 15:58:02
4,0,OLD,20248252,와일드 씽,2026-06-03,88137260,6.6,-139791340,-61.3,12050201460,9414,-13867,-59.6,1243453,610,1418,2026-06-29,2026-08-15 15:58:02
5,0,OLD,20250489,슈퍼걸,2026-06-24,61707460,4.6,-142965810,-69.9,1224724330,6281,-13310,-67.9,118128,670,1615,2026-06-29,2026-08-15 15:58:02
6,0,OLD,20263030,백룸,2026-05-27,56365620,4.2,-56600600,-50.1,12369036240,5213,-4967,-48.8,1159166,343,563,2026-06-29,2026-08-15 15:58:02
7,43,OLD,20242837,왕과 사는 남자,2026-02-04,8472500,0.6,7567100,835.8,163145836140,1203,1111,1207.6,16905949,32,32,2026-06-29,2026-08-15 15:58:02
8,2,OLD,20261524,짝사랑 세계,2026-06-24,9472200,0.7,-10989320,-53.7,103744170,1164,-1061,-47.7,12770,132,238,2026-06-29,2026-08-15 15:58:02
9,7,OLD,20149629,비긴 어게인,2014-08-13,11374250,0.8,-2552800,-18.3,29906443671,1037,-182,-14.9,3741513,77,110,2026-06-29,2026-08-15 15:58:02
10,-1,OLD,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,25675000,1.9,-31900000,-55.4,233050000,1027,-1276,-55.4,9322,39,56,2026-06-29,2026-08-15 15:58:02
