rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,NEW,20255381,위키드: 포 굿,2025-11-19,1103970760,53.6,1103970760,100,1115418760,108146,108146,100,108830,1699,5740,2025-11-19,2026-08-15 16:16:46
2,-1,OLD,20258383,나우 유 씨 미 3,2025-11-12,379762160,18.4,-70135910,-15.6,6921999950,40741,-8130,-16.6,729800,825,2317,2025-11-19,2026-08-15 16:16:46
3,-1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,166740440,8.1,38739140,30.3,33771204790,17431,4425,34,3203209,574,1021,2025-11-19,2026-08-15 16:16:46
4,0,NEW,20257161,국보,2025-11-19,86754260,4.2,86754260,100,141162440,9569,9569,100,14184,484,802,2025-11-19,2026-08-15 16:16:46
5,0,NEW,20243405,나혼자 프린스,2025-11-19,51809500,2.5,51809500,100,61674500,6090,6090,100,7223,535,1099,2025-11-19,2026-08-15 16:16:46
6,-3,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,40556700,2.0,-37681500,-48.2,3877872900,4413,-3876,-46.8,380798,432,642,2025-11-19,2026-08-15 16:16:46
7,-3,OLD,20253852,퍼스트 라이드,2025-10-29,33735500,1.6,-35951800,-51.6,6562718340,4201,-3902,-48.2,710343,350,474,2025-11-19,2026-08-15 16:16:46
8,0,NEW,20259225,포레스텔라 : 더 웨이브 인 시네마,2025-11-19,50625000,2.5,50625000,100,50625000,2025,2025,100,2025,23,33,2025-11-19,2026-08-15 16:16:46
9,2,OLD,20090284,코렐라인,2009-05-21,11370600,0.6,1431800,14.4,3392673200,1678,599,55.5,421190,102,116,2025-11-19,2026-08-15 16:16:46
10,-4,OLD,20257570,8번 출구,2025-10-22,13494000,0.7,-6166820,-31.4,4320567010,1668,-656,-28.2,440402,182,204,2025-11-19,2026-08-15 16:16:46
