rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,2,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,2266937540,33.4,1804693670,390.4,3283660560,231103,184083,391.5,341583,1577,6184,2026-05-01,2026-08-11 11:43:24
2,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,1896598430,27.9,896073550,89.6,4134207940,183788,82350,81.2,436994,1418,5804,2026-05-01,2026-08-11 11:43:24
3,-2,OLD,20254121,살목지,2026-04-08,1513571410,22.3,518635310,52.1,24453725230,146272,44125,43.2,2384300,1164,3003,2026-05-01,2026-08-11 11:43:24
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,395468670,5.8,213568130,117.4,29244031190,32974,16177,96.3,2586488,422,580,2026-05-01,2026-08-11 11:43:24
5,0,OLD,20240532,짱구,2026-04-22,248391180,3.7,100934870,68.5,2400994830,24579,8301,51,249176,473,748,2026-05-01,2026-08-11 11:43:24
6,0,OLD,20262685,란 12.3,2026-04-22,135132260,2.0,69505400,105.9,1764277090,13643,6638,94.8,175588,274,334,2026-05-01,2026-08-11 11:43:24
7,0,OLD,20242837,왕과 사는 남자,2026-02-04,119421970,1.8,58583510,96.3,161719188030,12119,5467,82.2,16753200,252,322,2026-05-01,2026-08-11 11:43:24
8,1,OLD,20247648,내 이름은,2026-04-15,33859250,0.5,-5752650,-14.5,1645297620,3634,-872,-19.4,184649,177,221,2026-05-01,2026-08-11 11:43:24
9,0,NEW,20263327,사랑의 하츄핑 특별판,2026-05-01,31612550,0.5,31612550,100,31612550,3321,3321,100,3321,295,352,2026-05-01,2026-08-11 11:43:24
10,1,OLD,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2026-04-22,24853100,0.4,5203550,26.5,390632350,2365,-91,-3.7,29093,84,100,2026-05-01,2026-08-11 11:43:24
