rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,831148510,45.5,-245089700,-22.8,2196668190,91731,-26052,-22.1,239269,1612,6723,2026-02-05,2026-08-11 11:44:13
2,1,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,194891900,10.7,32666080,20.1,394776720,20036,3904,24.2,39868,229,346,2026-02-05,2026-08-11 11:44:13
3,1,OLD,20247457,신의악단,2025-12-31,160124840,8.8,24889370,18.4,9616297110,17621,2582,17.2,1012097,623,1312,2026-02-05,2026-08-11 11:44:13
4,-2,OLD,20249255,만약에 우리,2025-12-31,152594860,8.4,-4845070,-3.1,23442954870,15556,-584,-3.6,2401936,652,1551,2026-02-05,2026-08-11 11:44:13
5,0,OLD,20250878,노 머시: 90분,2026-02-04,70774070,3.9,-24012290,-25.3,233628430,7421,-2731,-26.9,24851,565,1353,2026-02-05,2026-08-11 11:44:13
6,5,OLD,20252373,넘버원,2026-02-11,50166000,2.7,35730000,247.5,103101000,5574,3970,247.5,11396,26,26,2026-02-05,2026-08-11 11:44:13
7,-1,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,43196600,2.4,-33913700,-44,120306900,3994,-3070,-43.5,11058,115,154,2026-02-05,2026-08-11 11:44:13
8,0,OLD,20256396,아바타: 불과 재,2025-12-17,34790340,1.9,399080,1.2,78366319070,3160,18,0.6,6701627,294,366,2026-02-05,2026-08-11 11:44:13
9,24,OLD,20250112,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,2026-01-28,23974710,1.3,20675910,626.8,137695250,2499,2173,666.6,14097,72,84,2026-02-05,2026-08-11 11:44:13
10,0,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,18201200,1.0,-896840,-4.7,12658731799,1867,-58,-3,1256591,98,149,2026-02-05,2026-08-11 11:44:13
