rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,796309120,43.9,-2544773600,-76.2,43925799540,79915,-251556,-75.9,4123679,1419,5284,2026-06-04,2026-08-15 15:58:36
2,0,OLD,20248252,와일드 씽,2026-06-03,371313110,20.5,-1176133850,-76,2119157980,40464,-120292,-74.8,222541,1253,4715,2026-06-04,2026-08-15 15:58:36
3,0,OLD,20263030,백룸,2026-05-27,278092200,15.3,-911148800,-76.6,6370400210,27071,-87031,-76.3,599811,775,1991,2026-06-04,2026-08-15 15:58:36
4,0,OLD,20259626,마이클,2026-05-13,84382320,4.7,-300254890,-78.1,16310696340,8681,-28467,-76.6,1476622,517,784,2026-06-04,2026-08-15 15:58:36
5,1,OLD,20258236,만달로리안과 그로구,2026-05-27,38527540,2.1,-191930780,-83.3,1938981910,4174,-13702,-76.7,160657,284,363,2026-06-04,2026-08-15 15:58:36
6,0,NEW,20040734,노트북,2004-11-26,36310600,2.0,36310600,100,6393779290,3279,3279,100,830924,77,142,2026-06-04,2026-08-15 15:58:36
7,0,OLD,20263761,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,2026-06-03,74612000,4.1,-189858000,-71.8,340738000,3244,-8255,-71.8,14815,62,110,2026-06-04,2026-08-15 15:58:36
8,-3,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,14818660,0.8,-259620350,-94.6,896384110,1897,-28449,-93.7,97708,267,301,2026-06-04,2026-08-15 15:58:36
9,3,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,11874850,0.7,-19178300,-61.8,607585100,1237,-1797,-59.2,53803,81,90,2026-06-04,2026-08-15 15:58:36
10,5,OLD,20258837,뒷자리에 태워줘,2026-05-27,7614850,0.4,-4018300,-34.5,145393550,1205,-137,-10.2,15323,70,70,2026-06-04,2026-08-15 15:58:36
