rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252432,주토피아 2,2025-11-26,3900726940,66.9,-311391930,-7.4,51825910830,398897,-28487,-6.7,5370909,2108,9102,2025-12-14,2026-08-15 16:15:14
2,0,OLD,20249326,윗집 사람들,2025-12-03,535872190,9.2,-38132010,-6.6,3951541920,53649,-4104,-7.1,409057,763,1934,2025-12-14,2026-08-15 16:15:14
3,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,322194890,5.5,29306850,10,719498080,35748,2937,9,81994,653,1350,2025-12-14,2026-08-15 16:15:14
4,0,OLD,20253906,프레디의 피자가게 2,2025-12-03,261858770,4.5,-20618980,-7.3,1767033030,26412,-2004,-7.1,178653,472,751,2025-12-14,2026-08-15 16:15:14
5,0,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,211902430,3.6,-30098020,-12.4,3069596910,21033,-3108,-12.9,300038,628,1141,2025-12-14,2026-08-15 16:15:14
6,0,OLD,20255381,위키드: 포 굿,2025-11-19,114333110,2.0,-15628330,-12,9487707430,11490,-1409,-10.9,927222,332,426,2025-12-14,2026-08-15 16:15:14
7,0,OLD,20256025,더 러닝 맨,2025-12-10,52703550,0.9,-13565690,-20.5,304528600,5213,-1277,-19.7,30998,518,725,2025-12-14,2026-08-15 16:15:14
8,3,OLD,20257161,국보,2025-11-19,42472900,0.7,2436100,6.1,1594472700,4278,218,5.4,168773,136,149,2025-12-14,2026-08-15 16:15:14
9,3,OLD,20233259,정보원,2025-12-03,39129400,0.7,890830,2.3,1346609400,4146,94,2.3,146321,310,398,2025-12-14,2026-08-15 16:15:14
10,-2,OLD,20254054,여행과 나날,2025-12-10,39321100,0.7,-6482500,-14.2,200447550,4014,-657,-14.1,20619,148,179,2025-12-14,2026-08-15 16:15:14
