rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252432,주토피아 2,2025-11-26,1036476210,55.5,-209294530,-16.8,41930107670,108697,-22651,-17.2,4364506,1691,6686,2025-12-11,2026-08-15 16:15:27
2,0,OLD,20249326,윗집 사람들,2025-12-03,198925560,10.7,4610490,2.4,2558569260,21230,361,1.7,268703,709,1836,2025-12-11,2026-08-15 16:15:27
3,0,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,88672270,4.8,-25396020,-22.3,2473233530,9226,-2556,-21.7,240784,599,1223,2025-12-11,2026-08-15 16:15:27
4,1,OLD,20233259,정보원,2025-12-03,60227700,3.2,-8314800,-12.1,1219820710,6659,-821,-11,132323,470,640,2025-12-11,2026-08-15 16:15:27
5,-1,OLD,20253906,프레디의 피자가게 2,2025-12-03,63617000,3.4,-10321600,-14,1107271010,6574,-1091,-14.2,112374,396,560,2025-12-11,2026-08-15 16:15:27
6,102,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,49708500,2.7,49687500,236607.1,58673500,6510,6507,216900,7565,439,631,2025-12-11,2026-08-15 16:15:27
7,0,OLD,20255381,위키드: 포 굿,2025-11-19,53945400,2.9,2371960,4.6,9159834740,5759,49,0.9,894217,359,470,2025-12-11,2026-08-15 16:15:27
8,-2,OLD,20256025,더 러닝 맨,2025-12-10,52789180,2.8,-16694680,-24,134404040,5590,-1670,-23,14053,547,1064,2025-12-11,2026-08-15 16:15:27
9,-1,OLD,20258383,나우 유 씨 미 3,2025-11-12,33205450,1.8,-15219050,-31.4,12729838720,3659,-1769,-32.6,1345128,281,346,2025-12-11,2026-08-15 16:15:27
10,1,OLD,20257161,국보,2025-11-19,28542200,1.5,-1566500,-5.2,1477620550,3150,-180,-5.4,156820,194,213,2025-12-11,2026-08-15 16:15:27
