rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20258383,나우 유 씨 미 3,2025-11-12,275166980,27.4,2141770,0.8,10209996420,29804,396,1.3,1072497,895,2698,2025-11-25,2026-08-15 16:16:41
2,-1,OLD,20255381,위키드: 포 굿,2025-11-19,288963260,28.8,-17994220,-5.9,6192822320,28697,-1482,-4.9,596238,1419,4222,2025-11-25,2026-08-15 16:16:41
3,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,81341420,8.1,1542900,1.9,34667956890,8438,138,1.7,3293014,593,1107,2025-11-25,2026-08-15 16:16:41
4,0,OLD,20257161,국보,2025-11-19,64282510,6.4,2960660,4.8,689090610,7047,408,6.1,72016,509,813,2025-11-25,2026-08-15 16:16:41
5,1,OLD,20243405,나혼자 프린스,2025-11-19,36333400,3.6,6949040,23.6,390326710,4365,1082,33,43520,443,786,2025-11-25,2026-08-15 16:16:41
6,-1,OLD,20247429,세계의 주인,2025-10-22,38965050,3.9,728860,1.9,1320873150,3971,66,1.7,135983,136,201,2025-11-25,2026-08-15 16:16:41
7,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,27211800,2.7,-1911060,-6.6,4212882110,2914,-234,-7.4,415690,365,528,2025-11-25,2026-08-15 16:16:41
8,0,NEW,20249326,윗집 사람들,2025-12-03,30069000,3.0,30069000,100,30069000,2837,2837,100,2837,11,12,2025-11-25,2026-08-15 16:16:41
9,0,NEW,20259536,힘,2025-11-26,18298000,1.8,18298000,100,18298000,2614,2614,100,2614,16,16,2025-11-25,2026-08-15 16:16:41
10,-2,OLD,20253852,퍼스트 라이드,2025-10-29,23342100,2.3,3824600,19.6,6774790190,2606,328,14.4,733991,260,353,2025-11-25,2026-08-15 16:16:41
