rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,2094412990,43.1,-798276770,-27.6,50137783320,204209,-77708,-27.6,4727524,1598,6170,2026-06-07,2026-08-11 11:43:01
2,0,OLD,20248252,와일드 씽,2026-06-03,1106637280,22.8,-369477020,-25,5283941290,111725,-37308,-25,543712,1161,4304,2026-06-07,2026-08-11 11:43:01
3,0,OLD,20263030,백룸,2026-05-27,720664040,14.8,-265475360,-26.9,8498622590,67802,-25266,-27.1,799623,884,2500,2026-06-07,2026-08-11 11:43:01
4,0,OLD,20259626,마이클,2026-05-13,247022640,5.1,-57902370,-19,16976744690,23504,-5464,-18.9,1540140,554,834,2026-06-07,2026-08-11 11:43:01
5,0,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,164903040,3.4,-5552590,-3.3,1246090530,18402,-609,-3.2,136817,521,790,2026-06-07,2026-08-11 11:43:01
6,0,OLD,20258236,만달로리안과 그로구,2026-05-27,155230350,3.2,-45204940,-22.6,2340952040,11841,-3020,-20.3,191839,308,448,2026-06-07,2026-08-11 11:43:01
7,0,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,55020060,1.1,157160,0.3,15832139350,5566,15,0.3,1630536,180,200,2026-06-07,2026-08-11 11:43:01
8,1,OLD,20263272,돌핀보이: 푸른 바다의 수호자,2026-06-03,28062900,0.6,-982550,-3.4,120965050,3115,-158,-4.8,13617,211,223,2026-06-07,2026-08-11 11:43:01
9,3,OLD,20040734,노트북,2004-11-26,38720000,0.8,11782650,43.7,6496294590,3037,723,31.2,839431,72,83,2026-06-07,2026-08-11 11:43:01
10,0,OLD,20263941,마스터즈 오브 유니버스,2026-06-05,21591870,0.4,-7129500,-24.8,90551340,2412,-758,-23.9,10323,195,232,2026-06-07,2026-08-11 11:43:01
