rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,3145705860,60.3,1941982800,161.3,6546097110,327112,200487,158.3,693006,1717,7714,2026-02-07,2026-08-11 11:44:12
2,2,OLD,20247457,신의악단,2025-12-31,349577890,6.7,182533540,109.3,10132919350,36204,18640,106.1,1065865,731,1550,2026-02-07,2026-08-11 11:44:12
3,0,OLD,20249255,만약에 우리,2025-12-31,341705880,6.6,150189970,78.4,23976176660,33549,14754,78.5,2454280,718,1621,2026-02-07,2026-08-11 11:44:12
4,-2,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,308584790,5.9,92788660,43,919157640,30812,9605,45.3,91887,403,718,2026-02-07,2026-08-11 11:44:12
5,0,OLD,20250878,노 머시: 90분,2026-02-04,153644120,2.9,66571940,76.5,474344730,15000,5998,66.6,48853,595,1164,2026-02-07,2026-08-11 11:44:12
6,61,OLD,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,77556200,1.5,77208200,22186.3,81648200,10039,9985,18490.7,10581,247,492,2026-02-07,2026-08-11 11:44:12
7,-1,OLD,20256396,아바타: 불과 재,2025-12-17,130633720,2.5,64189320,96.6,78563397190,9541,4757,99.4,6715952,312,381,2026-02-07,2026-08-11 11:44:12
8,3,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,68590820,1.3,53024820,340.6,2782393790,7377,5660,329.6,310770,309,376,2026-02-07,2026-08-11 11:44:12
9,0,NEW,20241266,휴민트,2026-02-11,83121800,1.6,83121800,100,146166800,5752,5752,100,10841,20,21,2026-02-07,2026-08-11 11:44:12
10,0,OLD,20252432,주토피아 2,2025-11-26,53369660,1.0,37558660,237.5,82615468880,5258,3527,203.8,8584155,223,255,2026-02-07,2026-08-11 11:44:12
