rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,337376130,33.5,-856931030,-71.8,55412180640,33836,-81125,-70.6,5246689,1131,4040,2026-06-15,2026-08-15 15:58:28
2,0,OLD,20248252,와일드 씽,2026-06-03,225892920,22.4,-528058940,-70,8663318070,23666,-52920,-69.1,893389,893,2974,2026-06-15,2026-08-15 15:58:28
3,0,OLD,20263030,백룸,2026-05-27,127343160,12.6,-283121560,-69,10500141460,11897,-26210,-68.8,987954,639,1516,2026-06-15,2026-08-15 15:58:28
4,0,OLD,20250655,디스클로저 데이,2026-06-10,111210200,11.0,-280080560,-71.6,2234189320,10366,-24864,-70.6,205036,766,2050,2026-06-15,2026-08-15 15:58:28
5,0,OLD,20259626,마이클,2026-05-13,32892280,3.3,-87059740,-72.6,17520232640,3201,-7887,-71.1,1592233,357,501,2026-06-15,2026-08-15 15:58:28
6,0,NEW,20242402,눈동자,2026-06-24,28179000,2.8,28179000,100,30186000,2879,2879,100,3102,13,13,2026-06-15,2026-08-15 15:58:28
7,1,OLD,20261766,상자 속의 양,2026-06-10,20988620,2.1,-27417240,-56.6,402962200,2293,-2811,-55.1,44046,368,521,2026-06-15,2026-08-15 15:58:28
8,1,OLD,20258236,만달로리안과 그로구,2026-05-27,19988250,2.0,-34180660,-63.1,2591521020,1819,-2944,-61.8,214494,129,192,2026-06-15,2026-08-15 15:58:28
9,-2,OLD,20264331,디어 마이 히어로, ,8790000,0.9,-18710000,-68,36290000,1758,-3742,-68,7258,110,279,2026-06-15,2026-08-15 15:58:28
10,0,OLD,20163018,싱 스트리트,2016-05-19,12610400,1.3,-18145200,-59,4719756872,1274,-1613,-55.9,590714,111,142,2026-06-15,2026-08-15 15:58:28
