rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,250692610,34.1,-459069710,-64.7,12401150880,24856,-43480,-63.6,1246473,1079,3498,2026-05-11,2026-08-15 16:00:14
2,1,OLD,20254121,살목지,2026-04-08,149637230,20.4,-431817520,-74.3,31116680000,14561,-41643,-74.1,3037318,878,2641,2026-05-11,2026-08-15 16:00:14
3,-2,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,72856350,9.9,-727066010,-90.9,12797322700,7191,-75291,-91.3,1325896,733,1685,2026-05-11,2026-08-15 16:00:14
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,86328020,11.7,-171644790,-66.5,31662383140,7049,-13720,-66.1,2790015,546,934,2026-05-11,2026-08-15 16:00:14
5,0,OLD,20240532,짱구,2026-04-22,43781220,6.0,-82122880,-65.2,3713685280,4447,-7784,-63.6,381056,429,785,2026-05-11,2026-08-15 16:00:14
6,0,OLD,20242837,왕과 사는 남자,2026-02-04,31877200,4.3,-51521200,-61.8,162533316330,3446,-4840,-58.4,16836967,372,555,2026-05-11,2026-08-15 16:00:14
7,0,OLD,20262685,란 12.3,2026-04-22,15206950,2.1,-26729200,-63.7,2317632710,1590,-2620,-62.2,231977,271,360,2026-05-11,2026-08-15 16:00:14
8,5,OLD,20259626,마이클,2026-05-13,16200000,2.2,3348000,26.1,188341000,1506,750,99.2,18371,4,4,2026-05-11,2026-08-15 16:00:14
9,-1,OLD,20262947,모탈 컴뱃 2,2026-05-06,12540250,1.7,-14937700,-54.4,148652290,1168,-1172,-50.1,13217,314,410,2026-05-11,2026-08-15 16:00:14
10,-1,OLD,20247648,내 이름은,2026-04-15,8243200,1.1,-5113550,-38.3,1836367180,896,-644,-41.8,205640,99,128,2026-05-11,2026-08-15 16:00:14
