rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20249255,만약에 우리,2025-12-31,530034730,34.9,-810998820,-60.5,10683944320,54601,-78709,-59,1101018,944,3459,2026-01-12,2026-08-15 16:12:53
2,0,OLD,20256396,아바타: 불과 재,2025-12-17,432735510,28.5,-1088299260,-71.5,71079773750,35410,-87459,-71.2,6115042,1301,3319,2026-01-12,2026-08-15 16:12:53
3,1,OLD,20247457,신의악단,2025-12-31,150356140,9.9,-234916280,-61,2611709730,16112,-22156,-57.9,276542,547,1086,2026-01-12,2026-08-15 16:12:53
4,-1,OLD,20252432,주토피아 2,2025-11-26,140028470,9.2,-367027580,-72.4,80151235810,14719,-37162,-71.6,8328643,664,1765,2026-01-12,2026-08-15 16:12:53
5,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,84365370,5.5,-160457130,-65.5,7626192160,8772,-16077,-64.7,788066,562,1029,2026-01-12,2026-08-15 16:12:53
6,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,33485980,2.2,-74856250,-69.1,4334934500,3538,-7841,-68.9,456301,346,424,2026-01-12,2026-08-15 16:12:53
7,2,OLD,20250115,굿 포츈,2026-01-07,13805900,0.9,-12164560,-46.8,194210560,1543,-1221,-44.2,22153,254,310,2026-01-12,2026-08-15 16:12:53
8,5,OLD,20259250,피렌체,2026-01-07,10189000,0.7,-8415800,-45.2,137250640,1158,-860,-42.6,15354,162,179,2026-01-12,2026-08-15 16:12:53
9,9,OLD,20259563,파더 마더 시스터 브라더,2025-12-31,10532200,0.7,-3294500,-23.8,249457360,1149,-221,-16.1,27131,89,93,2026-01-12,2026-08-15 16:12:53
10,0,NEW,20247690,시스터,2026-01-28,9639000,0.6,9639000,100,9639000,1071,1071,100,1071,4,5,2026-01-12,2026-08-15 16:12:53
