rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,6574650470,67.2,1273499100,24,34072956630,661439,124264,23.1,3521217,2010,8341,2026-02-17,2026-08-11 11:44:06
2,0,OLD,20241266,휴민트,2026-02-11,2199712250,22.5,353168480,19.1,11092293230,213403,30748,16.8,1099855,1225,4909,2026-02-17,2026-08-11 11:44:06
3,0,OLD,20247457,신의악단,2025-12-31,340532730,3.5,33930230,11.1,12112569000,33635,3414,11.3,1268598,462,694,2026-02-17,2026-08-11 11:44:06
4,0,OLD,20252373,넘버원,2026-02-11,209720820,2.1,-12708870,-5.7,1547862720,21897,-596,-2.6,161544,605,1062,2026-02-17,2026-08-11 11:44:06
5,0,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,72149080,0.7,-3657720,-4.8,1874002830,7197,-371,-4.9,190027,205,239,2026-02-17,2026-08-11 11:44:06
6,0,OLD,20249255,만약에 우리,2025-12-31,74221480,0.8,-5308160,-6.7,25102059700,7021,-430,-5.8,2563429,319,432,2026-02-17,2026-08-11 11:44:06
7,1,OLD,20257823,폭풍의 언덕,2026-02-11,42274200,0.4,1682080,4.1,441920300,4354,332,8.3,44293,330,411,2026-02-17,2026-08-11 11:44:06
8,-1,OLD,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,35550300,0.4,-3583900,-9.2,364076500,4237,-266,-5.9,46280,208,312,2026-02-17,2026-08-11 11:44:06
9,1,OLD,20250878,노 머시: 90분,2026-02-04,26405460,0.3,-1871440,-6.6,898677500,2702,-211,-7.2,93623,131,143,2026-02-17,2026-08-11 11:44:06
10,1,OLD,20252432,주토피아 2,2025-11-26,26360300,0.3,-1631140,-5.8,82810844690,2570,-191,-6.9,8604180,94,103,2026-02-17,2026-08-11 11:44:06
