rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252432,주토피아 2,2025-11-26,903016940,54.8,-15727760,-1.7,39647860720,96276,-693,-0.7,4124461,1709,6645,2025-12-09,2026-08-15 16:15:29
2,0,OLD,20249326,윗집 사람들,2025-12-03,191527950,11.6,-1314300,-0.7,2165328630,20555,7,0,226604,717,1793,2025-12-09,2026-08-15 16:15:29
3,1,OLD,20233259,정보원,2025-12-03,85444000,5.2,23925500,38.9,1091050510,9874,2828,40.1,118184,651,1206,2025-12-09,2026-08-15 16:15:29
4,-1,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,96606760,5.9,-11793940,-10.9,2270492970,9635,-1026,-9.6,219776,657,1486,2025-12-09,2026-08-15 16:15:29
5,1,OLD,20253906,프레디의 피자가게 2,2025-12-03,61731600,3.7,6160700,11.1,969715410,6368,735,13,98135,483,792,2025-12-09,2026-08-15 16:15:29
6,-1,OLD,20255381,위키드: 포 굿,2025-11-19,53048380,3.2,-4909320,-8.5,9054315900,5525,-606,-9.9,882748,462,659,2025-12-09,2026-08-15 16:15:29
7,0,OLD,20258383,나우 유 씨 미 3,2025-11-12,45248300,2.7,6152500,15.7,12648208770,5106,882,20.9,1336041,411,567,2025-12-09,2026-08-15 16:15:29
8,0,OLD,20257161,국보,2025-11-19,32962400,2.0,6809000,26,1418969650,3623,860,31.1,150340,245,268,2025-12-09,2026-08-15 16:15:29
9,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,27491880,1.7,1260200,4.8,35727232420,2770,169,6.5,3398791,216,250,2025-12-09,2026-08-15 16:15:29
10,2,OLD,20259618,콘크리트 마켓,2025-12-03,13554800,0.8,7220400,114,187041800,2008,1271,172.5,21784,169,238,2025-12-09,2026-08-15 16:15:29
