rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254121,살목지,2026-04-08,432784450,38.6,-700303300,-61.8,20954731170,41902,-67176,-61.6,2025656,1114,4129,2026-04-27,2026-08-11 11:43:26
2,1,OLD,20240532,짱구,2026-04-22,151815590,13.5,-269906250,-64,1748742820,15630,-26435,-62.8,179528,680,1690,2026-04-27,2026-08-11 11:43:26
3,-1,OLD,20261782,프로젝트 헤일메리,2026-03-18,177733770,15.9,-363649070,-67.2,28355434810,15612,-30940,-66.5,2506502,686,1660,2026-04-27,2026-08-11 11:43:26
4,1,OLD,20242837,왕과 사는 남자,2026-02-04,97179210,8.7,-157138170,-61.8,161382771680,10114,-14966,-59.7,16716910,599,1323,2026-04-27,2026-08-11 11:43:26
5,-1,OLD,20262685,란 12.3,2026-04-22,71385200,6.4,-218315860,-75.4,1432695740,7279,-21070,-74.3,140927,576,1530,2026-04-27,2026-08-11 11:43:26
6,0,OLD,20247648,내 이름은,2026-04-15,36130300,3.2,-63235830,-63.6,1484453870,4074,-6541,-61.6,165680,450,767,2026-04-27,2026-08-11 11:43:26
7,0,OLD,20262657,리 크로닌의 미이라,2026-04-22,29366870,2.6,-24508550,-45.5,336283090,2758,-1973,-41.7,30945,314,450,2026-04-27,2026-08-11 11:43:26
8,2,OLD,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2026-04-22,19936000,1.8,-31797000,-61.5,303238100,1329,-2184,-62.2,19740,88,138,2026-04-27,2026-08-11 11:43:26
9,0,NEW,20259791,악마는 프라다를 입는다 2,2026-04-29,9009000,0.8,9009000,100,9009000,1001,1001,100,1001,3,4,2026-04-27,2026-08-11 11:43:26
10,-1,OLD,20070602,마녀배달부 키키,2007-11-22,8928950,0.8,-41414250,-82.3,1141455784,949,-2928,-75.5,116644,106,128,2026-04-27,2026-08-11 11:43:26
