rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,815636140,53.8,-2241224890,-73.3,143337650450,85889,-223494,-72.2,14842897,1516,6055,2026-03-23,2026-08-15 16:05:00
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,501860020,33.1,-1321806370,-72.5,6951871420,42609,-118130,-73.5,603972,1237,3567,2026-03-23,2026-08-15 16:05:00
3,0,OLD,20256283,호퍼스,2026-03-04,37730550,2.5,-345170830,-90.1,6425712020,3858,-35994,-90.3,650286,413,595,2026-03-23,2026-08-15 16:05:00
4,1,OLD,20241575,메소드연기,2026-03-18,24631200,1.6,-61514800,-71.4,437525490,2773,-5819,-67.7,46495,414,575,2026-03-23,2026-08-15 16:05:00
5,-1,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,29564900,1.9,-90812800,-75.4,10308020260,2411,-7371,-75.4,991825,58,133,2026-03-23,2026-08-15 16:05:00
6,0,OLD,20232662,삼악도,2026-03-11,11675300,0.8,-27785600,-70.4,774122900,1076,-3356,-75.7,83633,160,209,2026-03-23,2026-08-15 16:05:00
7,0,OLD,20261804,폭탄,2026-03-18,8972700,0.6,-19652900,-68.7,148307200,895,-2745,-75.4,19509,160,240,2026-03-23,2026-08-15 16:05:00
8,5,OLD,20261694,투어스 브이알 콘서트 : 러쉬로드,2026-03-04,19520000,1.3,-20096000,-50.7,662311500,610,-628,-50.7,20813,1,8,2026-03-23,2026-08-15 16:05:00
9,9,OLD,20060033,오만과 편견,2006-03-24,5369100,0.4,-4093700,-43.3,5757937300,535,-331,-38.2,906766,80,119,2026-03-23,2026-08-15 16:05:00
10,0,OLD,20261437,녹나무의 파수꾼,2026-03-18,4948160,0.3,-13444040,-73.1,77351940,534,-1374,-72,8133,208,243,2026-03-23,2026-08-15 16:05:00
