rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,246301070,24.8,-96675220,-28.2,614678360,24592,-10154,-29.2,61019,933,3396,2025-11-06,2026-08-15 16:16:55
2,1,OLD,20253852,퍼스트 라이드,2025-10-29,158633430,16.0,-48834850,-23.5,4193716260,17487,-4931,-22,457878,766,2100,2025-11-06,2026-08-15 16:16:55
3,-1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,150868610,15.2,-103841930,-40.8,30279449730,14755,-9850,-40,2864260,625,1707,2025-11-06,2026-08-15 16:16:55
4,1,OLD,20257570,8번 출구,2025-10-22,56502600,5.7,-9903500,-14.9,3435162770,5908,-1125,-16,351319,500,787,2025-11-06,2026-08-15 16:16:55
5,-1,OLD,20256320,부고니아,2025-11-05,56319600,5.7,-29369270,-34.3,161099470,5895,-3197,-35.2,17086,498,1001,2025-11-06,2026-08-15 16:16:55
6,0,OLD,20253340,구원자,2025-11-05,32889800,3.3,-18507300,-36,94828900,3755,-2184,-36.8,10806,453,840,2025-11-06,2026-08-15 16:16:55
7,0,OLD,20257361,난징사진관,2025-11-05,27471300,2.8,-13985500,-33.7,80249900,3023,-1562,-34.1,8788,268,352,2025-11-06,2026-08-15 16:16:55
8,2,OLD,20247693,위키드,2024-11-20,21343900,2.1,-7189000,-25.2,22237949350,2356,-765,-24.5,2252125,147,310,2025-11-06,2026-08-15 16:16:55
9,0,OLD,20258311,엄마를 버리러 갑니다,2025-11-05,19356800,1.9,-10197000,-34.5,54041600,2282,-1119,-32.9,6416,156,318,2025-11-06,2026-08-15 16:16:55
10,2,OLD,20247429,세계의 주인,2025-10-22,20996660,2.1,-2440490,-10.4,736311140,2215,-270,-10.9,77288,202,249,2025-11-06,2026-08-15 16:16:55
