rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254121,살목지,2026-04-08,1664648140,49.2,-523790970,-23.9,15129551960,161640,-49854,-23.6,1461821,1465,5882,2026-04-19,2026-08-11 11:43:30
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,683373850,20.2,-187896200,-21.6,25924987940,60871,-16085,-20.9,2298102,1039,2734,2026-04-19,2026-08-11 11:43:30
3,0,OLD,20242837,왕과 사는 남자,2026-02-04,373704980,11.0,-71722850,-16.1,160144492820,37222,-6592,-15,16589510,812,2106,2026-04-19,2026-08-11 11:43:30
4,0,OLD,20247648,내 이름은,2026-04-15,194944920,5.8,-28070940,-12.6,900709090,20963,-2833,-11.9,100139,681,1426,2026-04-19,2026-08-11 11:43:30
5,0,OLD,20262907,고트: 더 레전드,2026-04-17,78643730,2.3,9738930,14.1,170316780,8682,953,12.3,19034,496,800,2026-04-19,2026-08-11 11:43:30
6,0,OLD,20070602,마녀배달부 키키,2007-11-22,72982610,2.2,-18179610,-19.9,934546994,5666,-1640,-22.4,97494,351,435,2026-04-19,2026-08-11 11:43:30
7,0,OLD,20262383,쉘터,2026-04-15,22517350,0.7,-282250,-1.2,105515850,3286,161,5.2,15331,172,250,2026-04-19,2026-08-11 11:43:30
8,2,OLD,20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,29425800,0.9,462200,1.6,7758323267,2313,69,3.1,754737,93,110,2026-04-19,2026-08-11 11:43:30
9,0,OLD,20262639,노멀,2026-04-17,15617250,0.5,-2210200,-12.4,54234050,2183,-288,-11.7,7552,121,217,2026-04-19,2026-08-11 11:43:30
10,1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,24984200,0.7,-1431500,-5.4,62808149050,2147,-23,-1.1,5809650,57,61,2026-04-19,2026-08-11 11:43:30
