rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,3833946550,61.5,1944360580,102.9,30960961970,350763,185789,112.6,2868756,2018,7597,2025-08-30,2026-08-15 16:18:55
2,0,OLD,20241941,좀비딸,2025-07-30,850503090,13.6,508029120,148.3,49916424120,87155,51367,143.5,5268483,823,2462,2025-08-30,2026-08-15 16:18:55
3,0,OLD,20254501,F1 더 무비,2025-06-25,667008610,10.7,360048900,117.3,50536908110,64041,35103,121.3,4701736,749,1678,2025-08-30,2026-08-15 16:18:55
4,1,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,167444200,2.7,91586530,120.7,2422641710,16039,8908,124.9,237607,305,461,2025-08-30,2026-08-15 16:18:55
5,-1,OLD,20256281,첫사랑 엔딩,2025-08-27,153105370,2.5,67616170,79.1,441282410,15295,6540,74.7,47903,457,640,2025-08-30,2026-08-15 16:18:55
6,0,OLD,20256202,노바디2,2025-08-27,85923700,1.4,34823400,68.1,334421100,8519,3487,69.3,38962,331,700,2025-08-30,2026-08-15 16:18:55
7,0,OLD,20210546,악마가 이사왔다,2025-08-13,58731600,0.9,17130960,41.2,3914770390,6118,1554,34,412140,321,408,2025-08-30,2026-08-15 16:18:55
8,9,OLD,20254275,킹 오브 킹스,2025-07-16,46215700,0.7,37921100,457.2,12156267076,4980,4065,444.3,1288168,168,179,2025-08-30,2026-08-15 16:18:55
9,0,OLD,20256185,프리키 프라이데이 2,2025-08-27,44777800,0.7,10579740,30.9,165272710,4651,1035,28.6,18452,366,477,2025-08-30,2026-08-15 16:18:55
10,12,OLD,20252680,스머프,2025-08-06,26034600,0.4,20750600,392.7,1616861340,2961,2248,315.3,183027,154,158,2025-08-30,2026-08-15 16:18:55
