rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242964,얼굴,2025-09-11,395415820,20.6,22553260,6,4503133060,39692,2565,6.9,433544,985,2839,2025-09-17,2026-08-15 16:18:05
2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,380641060,19.9,68119980,21.8,49481452180,35750,7560,26.8,4563129,961,2784,2025-09-17,2026-08-15 16:18:05
3,5,OLD,20030047,모노노케 히메,2003-04-25,299353480,15.6,245793480,458.9,1001363480,30145,27278,951.4,68614,557,1084,2025-09-17,2026-08-15 16:18:05
4,0,NEW,20245485,귀시,2025-09-17,97715600,5.1,97715600,100,108808600,9968,9968,100,11179,618,1430,2025-09-17,2026-08-15 16:18:05
5,-2,OLD,20254501,F1 더 무비,2025-06-25,58553050,3.1,1880570,3.3,53840327410,7734,50,0.7,5063039,521,866,2025-09-17,2026-08-15 16:18:05
6,-2,OLD,20233039,살인자 리포트,2025-09-05,64561280,3.4,-5405070,-7.7,3199574400,6569,-259,-3.8,319954,583,1058,2025-09-17,2026-08-15 16:18:05
7,0,NEW,20244606,바로 지금 여기,2025-09-17,51328000,2.7,51328000,100,63033000,6081,6081,100,7370,84,91,2025-09-17,2026-08-15 16:18:05
8,-1,OLD,20241941,좀비딸,2025-07-30,34508900,1.8,2749000,8.7,52782609390,5020,470,10.3,5589738,339,415,2025-09-17,2026-08-15 16:18:05
9,-4,OLD,20256702,컨저링: 마지막 의식,2025-09-03,49686900,2.6,-19835460,-28.5,4039638990,4652,-1822,-28.1,384199,436,602,2025-09-17,2026-08-15 16:18:05
10,0,NEW,20161872,너의 이름은.,2017-01-04,70823700,3.7,70823700,100,32064172687,4284,4284,100,3935536,49,55,2025-09-17,2026-08-15 16:18:05
