rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,6394115180,66.3,3455251740,117.6,14361060130,548560,302381,122.8,1240184,2385,8029,2025-12-20,2026-08-15 16:14:46
2,0,OLD,20252432,주토피아 2,2025-11-26,2507849770,26.0,1384813360,123.3,58687146150,258091,142703,123.7,6087258,1332,4597,2025-12-20,2026-08-15 16:14:46
3,3,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,172142780,1.8,146506680,571.5,1019298180,19257,15891,472.1,117583,598,820,2025-12-20,2026-08-15 16:14:46
4,-1,OLD,20249326,윗집 사람들,2025-12-03,148719760,1.5,32111590,27.5,4746579110,14902,3000,25.2,491789,454,677,2025-12-20,2026-08-15 16:14:46
5,0,OLD,20253906,프레디의 피자가게 2,2025-12-03,75211380,0.8,39140080,108.5,2046165440,7812,4214,117.1,207688,158,203,2025-12-20,2026-08-15 16:14:46
6,-2,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,66245120,0.7,23519320,55,3379350130,6910,2704,64.3,332116,202,233,2025-12-20,2026-08-15 16:14:46
7,0,NEW,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,58470630,0.6,58470630,100,58470630,5360,5360,100,5360,76,76,2025-12-20,2026-08-15 16:14:46
8,0,OLD,20254054,여행과 나날,2025-12-10,28680200,0.3,10170100,54.9,332217260,2884,890,44.6,34873,76,90,2025-12-20,2026-08-15 16:14:46
9,-2,OLD,20255381,위키드: 포 굿,2025-11-19,26148100,0.3,1302650,5.2,9662783190,2600,53,2.1,945752,57,69,2025-12-20,2026-08-15 16:14:46
10,1,OLD,20257161,국보,2025-11-19,15991140,0.2,2535690,18.8,1689930050,1590,190,13.6,178881,42,44,2025-12-20,2026-08-15 16:14:46
