rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,6504297540,70.0,830174900,14.6,12608363680,606257,88335,17.1,1150141,2279,8840,2025-08-23,2026-08-15 16:20:02
2,0,OLD,20241941,좀비딸,2025-07-30,1144051270,12.3,675395680,144.1,46450165290,116869,68606,142.2,4896468,897,2438,2025-08-23,2026-08-15 16:20:02
3,0,OLD,20254501,F1 더 무비,2025-06-25,656185450,7.1,371677650,130.6,48004916740,64044,36707,134.3,4445510,625,1286,2025-08-23,2026-08-15 16:20:02
4,0,OLD,20210546,악마가 이사왔다,2025-08-13,196554320,2.1,120102470,157.1,3444023920,19304,10924,130.4,361461,525,744,2025-08-23,2026-08-15 16:20:02
5,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,195663580,2.1,107270560,121.4,1741389790,18908,10623,128.2,170113,288,420,2025-08-23,2026-08-15 16:20:02
6,6,OLD,20254275,킹 오브 킹스,2025-07-16,83937900,0.9,68198700,433.3,11951180136,8748,7017,405.4,1266129,268,289,2025-08-23,2026-08-15 16:20:02
7,2,OLD,20252680,스머프,2025-08-06,48093840,0.5,34295840,248.6,1521177890,5327,3423,179.8,171629,260,285,2025-08-23,2026-08-15 16:20:02
8,12,OLD,20247460,배드 가이즈 2,2025-07-30,46352600,0.5,40477800,689,3449716210,5072,4413,669.7,382385,202,224,2025-08-23,2026-08-15 16:20:02
9,-2,OLD,20255937,어글리 시스터,2025-08-20,43275200,0.5,16542000,61.9,145919500,4058,1527,60.3,14801,155,200,2025-08-23,2026-08-15 16:20:02
10,-4,OLD,20231024,온리 갓 노우즈 에브리띵,2025-08-22,36361800,0.4,-1857800,-4.9,99686000,3829,-489,-11.3,11205,298,351,2025-08-23,2026-08-15 16:20:02
