rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20249255,만약에 우리,2025-12-31,502258670,28.4,119213610,31.1,17543019220,49885,10405,26.4,1796618,987,3448,2026-01-23,2026-08-15 16:11:35
2,0,OLD,20247457,신의악단,2025-12-31,257852900,14.6,20828490,8.8,5305015090,26432,1234,4.9,554574,753,1565,2026-01-23,2026-08-15 16:11:35
3,0,OLD,20256396,아바타: 불과 재,2025-12-17,271408140,15.4,74832940,38.1,75464274350,20690,4830,30.5,6469890,715,1694,2026-01-23,2026-08-15 16:11:35
4,0,OLD,20249624,프로젝트 Y,2026-01-21,141685540,8.0,4668080,3.4,524762730,14716,281,1.9,55702,742,2413,2026-01-23,2026-08-15 16:11:35
5,0,OLD,20252432,주토피아 2,2025-11-26,89445760,5.1,27361120,44.1,81602178140,9073,2262,33.2,8479326,486,736,2026-01-23,2026-08-15 16:11:35
6,0,OLD,20250188,하트맨,2026-01-14,60406000,3.4,6254440,11.5,1862763240,6409,214,3.5,201013,550,1011,2026-01-23,2026-08-15 16:11:35
7,0,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,54903000,3.1,3172800,6.1,1708423500,6179,338,5.8,191513,518,816,2026-01-23,2026-08-15 16:11:35
8,0,OLD,20040549,천공의 성 라퓨타,2004-04-30,48643700,2.8,-1504780,-3,378224790,4841,-368,-7.1,46452,413,637,2026-01-23,2026-08-15 16:11:35
9,0,NEW,20227810,에반게리온 신극장판: Q,2022-10-14,48298500,2.7,48298500,100,121050417,4555,4555,100,11533,54,88,2026-01-23,2026-08-15 16:11:35
10,0,OLD,20259552,시라트,2026-01-21,40914690,2.3,13323670,48.3,132832710,4100,1097,36.5,13485,188,247,2026-01-23,2026-08-15 16:11:35
