rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,3489757500,53.3,2194135280,169.3,17647530260,357886,224313,167.9,1857349,1729,6851,2026-02-14,2026-08-15 16:06:42
2,0,OLD,20241266,휴민트,2026-02-11,1969734780,30.1,1051795130,114.6,4961731840,194546,102655,111.7,499245,1375,5819,2026-02-14,2026-08-15 16:06:42
3,0,OLD,20252373,넘버원,2026-02-11,248475220,3.8,118016240,90.5,857679490,25550,11572,82.8,90780,635,1318,2026-02-14,2026-08-15 16:06:42
4,0,OLD,20247457,신의악단,2025-12-31,173118490,2.6,85385890,97.3,11272655720,17415,8437,94,1185926,436,602,2026-02-14,2026-08-15 16:06:42
5,0,OLD,20249255,만약에 우리,2025-12-31,111759750,1.7,22897490,25.8,24849114640,10620,2443,29.9,2539508,353,469,2026-02-14,2026-08-15 16:06:42
6,1,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,64188770,1.0,10309450,19.1,1658753850,6702,1235,22.6,168481,258,344,2026-02-14,2026-08-15 16:06:42
7,-1,OLD,20257823,폭풍의 언덕,2026-02-11,65717500,1.0,7756850,13.4,309704430,6450,565,9.6,31113,374,513,2026-02-14,2026-08-15 16:06:42
8,6,OLD,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,45276000,0.7,37670100,495.3,246847600,6012,4985,485.4,32287,230,346,2026-02-14,2026-08-15 16:06:42
9,9,OLD,20250840,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,2026-02-12,35248400,0.5,27528100,356.6,72716700,3618,2811,348.3,7684,227,300,2026-02-14,2026-08-15 16:06:42
10,-1,OLD,20250878,노 머시: 90분,2026-02-04,30009770,0.5,3269800,12.2,810531790,3209,162,5.3,84284,158,174,2026-02-14,2026-08-15 16:06:42
