rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1869643080,42.2,-381128430,-16.9,150708108530,188432,-36855,-16.4,15615855,1578,6530,2026-03-29,2026-08-11 11:43:42
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,1670520370,37.7,-329247710,-16.5,13118277150,146841,-26717,-15.4,1150646,1344,3919,2026-03-29,2026-08-11 11:43:42
3,0,OLD,20256283,호퍼스,2026-03-04,191130740,4.3,-5396260,-2.7,6981537840,19231,-697,-3.5,708085,572,996,2026-03-29,2026-08-11 11:43:42
4,0,OLD,20261906,명탐정 코난: 세기말의 마술사,2026-03-27,141317400,3.2,-36782200,-20.7,546889900,13861,-3388,-19.6,51932,252,589,2026-03-29,2026-08-11 11:43:42
5,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,109390800,2.5,18606500,20.5,61820357250,8945,1381,18.3,5735580,25,68,2026-03-29,2026-08-11 11:43:42
6,0,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,70733400,1.6,-14403320,-16.9,10617719380,6052,-1148,-15.9,1019354,161,264,2026-03-29,2026-08-11 11:43:42
7,0,OLD,20262179,펫 트레인,2026-03-28,42312400,1.0,-1889100,-4.3,87913900,5547,-465,-7.7,11759,184,310,2026-03-29,2026-08-11 11:43:42
8,1,OLD,20262291,뮤지컬 장수탕 선녀님,2026-03-26,29326000,0.7,3440500,13.3,77546080,3027,405,15.4,7932,153,211,2026-03-29,2026-08-11 11:43:42
9,-1,OLD,20257521,프로텍터,2026-03-25,26001000,0.6,-4366200,-14.4,158111760,2929,-490,-14.3,18908,321,404,2026-03-29,2026-08-11 11:43:42
10,0,OLD,20254121,살목지,2026-04-08,28838300,0.7,-1439600,-4.8,87408200,2445,-79,-3.1,7903,80,80,2026-03-29,2026-08-11 11:43:42
