rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,180241700,25.1,-401404890,-69,2489765490,17628,-37368,-67.9,238731,846,2930,2025-11-10,2026-08-15 16:16:52
2,0,OLD,20253852,퍼스트 라이드,2025-10-29,110506000,15.4,-304086670,-73.3,5467652830,12074,-30241,-71.5,590286,698,1922,2025-11-10,2026-08-15 16:16:52
3,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,117370830,16.3,-274631580,-70.1,31597483500,11479,-25515,-69,2988883,657,1834,2025-11-10,2026-08-15 16:16:52
4,0,OLD,20257570,8번 출구,2025-10-22,44624800,6.2,-117246650,-72.4,3935681950,4616,-11399,-71.2,400977,486,822,2025-11-10,2026-08-15 16:16:52
5,3,OLD,20256320,부고니아,2025-11-05,28619620,4.0,-42432130,-59.7,413470110,2885,-3773,-56.7,41593,453,723,2025-11-10,2026-08-15 16:16:52
6,4,OLD,20247429,세계의 주인,2025-10-22,20683100,2.9,-25093440,-54.8,885369880,2103,-2467,-54,92107,211,278,2025-11-10,2026-08-15 16:16:52
7,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,18187800,2.5,-56257870,-75.6,60447703060,1836,-5765,-75.8,5603284,275,319,2025-11-10,2026-08-15 16:16:52
8,3,OLD,20253340,구원자,2025-11-05,15667000,2.2,-20410960,-56.6,224025610,1820,-2092,-53.5,25085,364,546,2025-11-10,2026-08-15 16:16:52
9,-2,OLD,20090284,코렐라인,2009-05-21,15338500,2.1,-58533300,-79.2,3195272500,1554,-5792,-78.8,400375,176,274,2025-11-10,2026-08-15 16:16:52
10,-1,OLD,20247693,위키드,2024-11-20,13524900,1.9,-29227800,-68.4,22372444470,1470,-3195,-68.5,2266777,144,283,2025-11-10,2026-08-15 16:16:52
