rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,2758081920,76.9,823280400,42.6,67270324590,278059,73130,35.7,7011461,1932,8039,2026-02-27,2026-08-15 16:05:53
2,0,OLD,20241266,휴민트,2026-02-11,225469520,6.3,10927250,5.1,17305569610,22005,96,0.4,1719551,739,2014,2026-02-27,2026-08-15 16:05:53
3,0,OLD,20259583,초속 5센티미터,2026-02-25,91322020,2.5,3775320,4.3,334693220,9061,-175,-1.9,37317,518,1015,2026-02-27,2026-08-15 16:05:53
4,0,NEW,20257744,28년 후: 뼈의 사원,2026-02-27,66348480,1.9,66348480,100,68460480,6209,6209,100,6401,467,807,2026-02-27,2026-08-15 16:05:53
5,0,OLD,20247457,신의악단,2025-12-31,39658700,1.1,-2884200,-6.8,13087037410,4206,-378,-8.2,1371921,345,421,2026-02-27,2026-08-15 16:05:53
6,-2,OLD,20261181,너자 2,2026-02-25,33725700,0.9,-11439900,-25.3,167934900,3638,-2203,-37.7,19618,256,464,2026-02-27,2026-08-15 16:05:53
7,-1,OLD,20252373,넘버원,2026-02-11,29909340,0.8,-4318230,-12.6,2498177460,3395,-534,-13.6,261206,269,321,2026-02-27,2026-08-15 16:05:53
8,0,NEW,20261621,엔하이픈 [워크 더 라인 썸머 에디션] 인 시네마,2026-02-27,72425000,2.0,72425000,100,72425000,2897,2897,100,2897,61,117,2026-02-27,2026-08-15 16:05:53
9,-2,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,27740400,0.8,-4641500,-14.3,798972500,2795,-665,-19.2,79489,163,220,2026-02-27,2026-08-15 16:05:53
10,-1,OLD,20250365,햄넷,2026-02-25,27525260,0.8,-501260,-1.8,155562560,2752,-279,-9.2,16904,329,420,2026-02-27,2026-08-15 16:05:53
