rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,869025260,44.1,135350040,18.4,144940350930,110068,31479,40.1,15031554,1661,6242,2026-03-25,2026-08-11 11:43:44
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,673641840,34.2,206852940,44.3,8092302160,73500,33393,83.3,717579,1333,3544,2026-03-25,2026-08-11 11:43:44
3,0,NEW,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,70140000,3.6,70140000,100,61480313650,7303,7303,100,5708262,24,61,2026-03-25,2026-08-11 11:43:44
4,2,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,54170200,2.7,27900700,106.2,10388459960,5956,3790,175,999947,182,329,2026-03-25,2026-08-11 11:43:44
5,-2,OLD,20256283,호퍼스,2026-03-04,44892200,2.3,5600000,14.3,6509896420,5780,1501,35.1,660345,401,504,2026-03-25,2026-08-11 11:43:44
6,0,NEW,20257521,프로텍터,2026-03-25,41669960,2.1,41669960,100,43595960,5409,5409,100,5623,413,595,2026-03-25,2026-08-11 11:43:44
7,0,NEW,19970100,첨밀밀 ,1997-03-01,32079800,1.6,32079800,100,60575800,4006,4006,100,6992,125,356,2026-03-25,2026-08-11 11:43:44
8,0,NEW,20128386,라이프 오브 파이,2013-01-01,25953300,1.3,25953300,100,16410829400,3065,3065,100,1650062,58,126,2026-03-25,2026-08-11 11:43:44
9,-5,OLD,20241575,메소드연기,2026-03-18,14572300,0.7,-13498270,-48.1,480168360,2057,-1335,-39.4,51944,232,289,2026-03-25,2026-08-11 11:43:44
10,13,OLD,19868242,연지구 디 오리지널 4K,2026-03-25,10979500,0.6,8596500,360.7,26519700,1402,1220,670.3,2718,130,175,2026-03-25,2026-08-11 11:43:44
