rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,1739730750,41.5,-128339440,-6.9,22760937740,172402,-11503,-6.3,2218481,1463,5799,2026-07-05,2026-08-15 15:57:58
2,0,OLD,20242402,눈동자,2026-06-24,1307395760,31.2,-133536720,-9.3,8543966230,127134,-14123,-10,842684,1157,4082,2026-07-05,2026-08-15 15:57:58
3,0,OLD,20252402,군체,2026-05-21,252991750,6.0,-31301660,-11,61530721190,24538,-2939,-10.7,5842302,680,1241,2026-07-05,2026-08-15 15:57:58
4,0,OLD,20263530,마티 슈프림,2026-07-01,142326980,3.4,-22812800,-13.8,740365350,12848,-2235,-14.8,70262,627,1065,2026-07-05,2026-08-15 15:57:58
5,0,OLD,20248252,와일드 씽,2026-06-03,119173390,2.8,-21042140,-15,12627273390,12250,-1797,-12.8,1303611,554,865,2026-07-05,2026-08-15 15:57:58
6,0,OLD,20264027,극장판 도라에몽: 신 진구의 해저비밀성,2026-07-01,108132600,2.6,-6736550,-5.9,363776300,11358,-1292,-10.2,40057,194,592,2026-07-05,2026-08-15 15:57:58
7,0,OLD,20264056,그린랜드 2: 마이그레이션,2026-07-01,70569240,1.7,-8211250,-10.4,339813280,7092,-862,-10.8,35573,349,550,2026-07-05,2026-08-15 15:57:58
8,0,OLD,20263030,백룸,2026-05-27,68131960,1.6,-13205710,-16.2,12719840510,6387,-1220,-16,1192083,235,325,2026-07-05,2026-08-15 15:57:58
9,2,OLD,20262902,다윗,2026-07-10,41267600,1.0,13840600,50.5,139459600,4968,1797,56.7,16159,87,87,2026-07-05,2026-08-15 15:57:58
10,-1,OLD,20264427,극장판 암살교실 모두의 시간,2026-07-01,36534950,0.9,-2735350,-7,182995600,3453,-293,-7.8,17220,132,180,2026-07-05,2026-08-15 15:57:58
