rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,297606260,32.5,-61023890,-17,155986954280,32132,-5683,-15,16161611,1263,4151,2026-04-07,2026-08-11 11:43:37
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,335531460,36.7,-50741760,-13.1,19235907320,30580,-4512,-12.9,1701068,1249,3207,2026-04-07,2026-08-11 11:43:37
3,0,OLD,20192680,끝장수사,2026-04-02,53277550,5.8,-11527600,-17.8,643638160,5932,-1232,-17.2,69409,593,1148,2026-04-07,2026-08-11 11:43:37
4,0,OLD,20261666,네가 마지막으로 남긴 노래,2026-04-01,36436520,4.0,686900,1.9,631624900,4040,250,6.6,61837,487,854,2026-04-07,2026-08-11 11:43:37
5,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,28485000,3.1,-3299500,-10.4,62519303750,2090,-264,-11.2,5786970,89,230,2026-04-07,2026-08-11 11:43:37
6,0,OLD,20261906,명탐정 코난: 세기말의 마술사,2026-03-27,12378050,1.4,-1091800,-8.1,855800500,1242,-111,-8.2,82807,158,231,2026-04-07,2026-08-11 11:43:37
7,0,OLD,20256283,호퍼스,2026-03-04,11849000,1.3,1249350,11.8,7302785650,1170,122,11.6,740274,178,195,2026-04-07,2026-08-11 11:43:37
8,4,OLD,20259598,두 검사,2026-04-01,7542050,0.8,1988440,35.8,55791730,941,314,50.1,6171,46,52,2026-04-07,2026-08-11 11:43:37
9,0,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,10639600,1.2,2765900,35.1,10749801170,892,233,35.4,1030432,51,88,2026-04-07,2026-08-11 11:43:37
10,-2,OLD,20262101,킬 빌: 더 홀 블러디 어페어,2026-04-01,15411700,1.7,-2748300,-15.1,262430800,829,-154,-15.7,13170,84,104,2026-04-07,2026-08-11 11:43:37
