rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20233219,호프,2026-07-15,5741108520,67.9,-942643740,-14.1,19329699260,512174,-82594,-13.9,1732626,2376,8919,2026-07-18,2026-08-11 11:42:37
2,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,1008976360,11.9,-310066210,-23.5,2998038890,96184,-30154,-23.9,288731,1034,3003,2026-07-18,2026-08-11 11:42:37
3,0,OLD,20259946,모아나,2026-07-08,587196400,6.9,-121003960,-17.1,7866077400,56032,-11518,-17.1,722122,823,1533,2026-07-18,2026-08-11 11:42:37
4,0,OLD,20259781,토이 스토리 5,2026-06-17,404654280,4.8,-54044180,-11.8,27969817110,37157,-5629,-13.2,2715386,605,923,2026-07-18,2026-08-11 11:42:37
5,0,OLD,20242402,눈동자,2026-06-24,269537300,3.2,-61998370,-18.7,14538455800,24828,-6012,-19.5,1411318,598,901,2026-07-18,2026-08-11 11:42:37
6,0,OLD,20262902,다윗,2026-07-10,202855250,2.4,-25062640,-11,1363426370,20276,-2431,-10.7,138181,399,500,2026-07-18,2026-08-11 11:42:37
7,0,OLD,20252402,군체,2026-05-21,33374400,0.4,-48891700,-59.4,62576670000,2950,-3788,-56.2,5939269,121,142,2026-07-18,2026-08-11 11:42:37
8,0,OLD,20264027,극장판 도라에몽: 신 진구의 해저비밀성,2026-07-01,22477250,0.3,-349950,-1.5,610002850,2457,169,7.4,64057,88,108,2026-07-18,2026-08-11 11:42:37
9,0,OLD,20263530,마티 슈프림,2026-07-01,28178650,0.3,5959680,26.8,1240490830,2086,52,2.6,115353,67,73,2026-07-18,2026-08-11 11:42:37
10,0,OLD,20264718,블리치 천년혈전 편 : 화진담,2026-07-04,15972000,0.2,-868000,-5.2,174221000,1212,-90,-6.9,13003,11,12,2026-07-18,2026-08-11 11:42:37
