rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,2659703920,80.4,983657140,58.7,96711033710,271738,91209,50.5,10049657,1881,7684,2026-03-06,2026-08-11 11:43:56
2,0,OLD,20256283,호퍼스,2026-03-04,217646930,6.6,101202830,86.9,1056889810,20799,9004,76.3,102160,827,2311,2026-03-06,2026-08-11 11:43:56
3,0,OLD,20241266,휴민트,2026-02-11,102432050,3.1,33054250,47.6,19146616330,9905,2800,39.4,1898273,582,1011,2026-03-06,2026-08-11 11:43:56
4,0,OLD,20241501,매드 댄스 오피스,2026-03-04,34440470,1.0,2368770,7.4,141855100,3915,76,2,16104,476,783,2026-03-06,2026-08-11 11:43:56
5,0,OLD,20258444,브라이드!,2026-03-04,30563140,0.9,-1910290,-5.9,140102010,2957,-400,-11.9,14060,357,591,2026-03-06,2026-08-11 11:43:56
6,2,OLD,20250875,우리는 매일매일,2026-03-04,20928400,0.6,5428950,35,62959150,2546,659,34.9,7563,134,162,2026-03-06,2026-08-11 11:43:56
7,2,OLD,20250365,햄넷,2026-02-25,23364600,0.7,6854200,41.5,367635480,2337,579,32.9,38743,172,195,2026-03-06,2026-08-11 11:43:56
8,-2,OLD,20261181,너자 2,2026-02-25,11332700,0.3,-2201600,-16.3,432658300,1861,-527,-22.1,50383,110,131,2026-03-06,2026-08-11 11:43:56
9,-2,OLD,20247457,신의악단,2025-12-31,16229340,0.5,-313660,-1.9,13448473330,1658,-280,-14.4,1410379,175,199,2026-03-06,2026-08-11 11:43:56
10,6,OLD,20250428,센티멘탈 밸류,2026-02-18,15385100,0.5,7592160,97.4,452338520,1498,693,86.1,46149,87,100,2026-03-06,2026-08-11 11:43:56
