rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,4882594660,59.4,1661935510,51.6,42462119630,416651,144793,53.3,3671395,2001,6478,2025-12-27,2026-08-15 16:13:57
2,0,OLD,20252432,주토피아 2,2025-11-26,1779922550,21.7,738036990,70.8,70595675410,182036,73724,68.1,7320386,1237,4424,2025-12-27,2026-08-15 16:13:57
3,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,681766810,8.3,233040670,51.9,2926461000,69417,23298,50.5,297599,868,1958,2025-12-27,2026-08-15 16:13:57
4,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,454872310,5.5,212434970,87.6,2261223880,47037,22240,89.7,235131,749,1715,2025-12-27,2026-08-15 16:13:57
5,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,84260240,1.0,36290640,75.7,1670110200,9179,3806,70.8,190814,403,478,2025-12-27,2026-08-15 16:13:57
6,0,OLD,20249326,윗집 사람들,2025-12-03,32498600,0.4,-1400200,-4.1,5200672460,3239,-150,-4.4,537905,128,163,2025-12-27,2026-08-15 16:13:57
7,0,NEW,20250444,코드: G 주목의 시작,2025-12-27,15665200,0.2,15665200,100,21272200,2888,2888,100,3689,39,69,2025-12-27,2026-08-15 16:13:57
8,3,OLD,20253906,프레디의 피자가게 2,2025-12-03,22288880,0.3,8739680,64.5,2248384860,2269,810,55.5,228642,66,82,2025-12-27,2026-08-15 16:13:57
9,0,OLD,20258621,척의 일생,2025-12-24,19067860,0.2,-4755490,-20,119118960,1943,-467,-19.4,12039,145,167,2025-12-27,2026-08-15 16:13:57
10,2,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,19046760,0.2,5651620,42.2,3589889370,1901,572,43,353368,63,65,2025-12-27,2026-08-15 16:13:57
