rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,1363114990,34.3,795294060,140.1,53880378350,132016,77952,144.2,5097875,1331,4922,2026-06-13,2026-08-11 11:42:57
2,0,OLD,20248252,와일드 씽,2026-06-03,929136430,23.4,569080230,158.1,7683473290,92187,55861,153.8,793137,1112,3748,2026-06-13,2026-08-11 11:42:57
3,0,OLD,20250655,디스클로저 데이,2026-06-10,558180140,14.0,250366110,81.3,1731674360,49791,22428,82,159438,925,2753,2026-06-13,2026-08-11 11:42:57
4,0,OLD,20263030,백룸,2026-05-27,528292790,13.3,286136510,118.2,9962333580,48817,27009,123.8,937950,767,1989,2026-06-13,2026-08-11 11:42:57
5,1,OLD,20259626,마이클,2026-05-13,128981260,3.2,82632260,178.3,17367374340,11558,7141,161.7,1577942,395,589,2026-06-13,2026-08-11 11:42:57
6,5,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,75751000,1.9,68751900,982.3,1357158680,8253,7463,944.7,149356,425,582,2026-06-13,2026-08-11 11:42:57
7,-2,OLD,20261766,상자 속의 양,2026-06-10,58393230,1.5,15579650,36.4,333567720,6090,1436,30.9,36649,444,606,2026-06-13,2026-08-11 11:42:57
8,-1,OLD,20258236,만달로리안과 그로구,2026-05-27,65204930,1.6,34631050,113.3,2517363860,5642,3078,120,207912,154,238,2026-06-13,2026-08-11 11:42:57
9,-1,OLD,20163018,싱 스트리트,2016-05-19,36927150,0.9,19173300,108,4676390872,3602,1810,101,586553,113,143,2026-06-13,2026-08-11 11:42:57
10,20,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,19795500,0.5,18162900,1112.5,15857256250,1935,1760,1005.7,1633044,93,112,2026-06-13,2026-08-11 11:42:57
