rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,976910710,60.6,-2109167300,-68.3,35023950690,88577,-196385,-68.9,3242295,1729,5807,2025-09-01,2026-08-15 16:18:54
2,1,OLD,20254501,F1 더 무비,2025-06-25,192918670,12.0,-404266320,-67.7,51327011770,19327,-39321,-67,4779711,730,1563,2025-09-01,2026-08-15 16:18:54
3,-1,OLD,20241941,좀비딸,2025-07-30,168179300,10.4,-592869690,-77.9,50845652410,17756,-60837,-77.4,5364832,666,2053,2025-09-01,2026-08-15 16:18:54
4,0,OLD,20256281,첫사랑 엔딩,2025-08-27,56511850,3.5,-106640360,-65.4,660946470,5894,-10540,-64.1,70231,440,647,2025-09-01,2026-08-15 16:18:54
5,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,37375500,2.3,-97861380,-72.4,2595254090,3648,-9301,-71.8,254204,268,394,2025-09-01,2026-08-15 16:18:54
6,1,OLD,20256202,노바디2,2025-08-27,25009400,1.6,-44904000,-64.2,429343900,2657,-4425,-62.5,48701,286,595,2025-09-01,2026-08-15 16:18:54
7,1,OLD,20210546,악마가 이사왔다,2025-08-13,18471100,1.1,-29978820,-61.9,3981691410,1939,-3147,-61.9,419165,280,354,2025-09-01,2026-08-15 16:18:54
8,1,OLD,20256185,프리키 프라이데이 2,2025-08-27,16846000,1.0,-22597640,-57.3,221562350,1828,-2276,-55.5,24384,309,403,2025-09-01,2026-08-15 16:18:54
9,6,OLD,20256149,머티리얼리스트,2025-08-08,7649600,0.5,-3089340,-28.8,551962520,1258,-11,-0.9,59640,70,89,2025-09-01,2026-08-15 16:18:54
10,16,OLD,20245055,백산 - 의령에서 발해까지,2025-02-05,6541500,0.4,3570500,120.2,131635000,1247,712,133.1,20048,26,31,2025-09-01,2026-08-15 16:18:54
