rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1589208240,73.7,-60146620,-3.6,116154011270,171419,-5758,-3.2,12055368,1934,7926,2026-03-11,2026-08-15 16:05:26
2,0,OLD,20256283,호퍼스,2026-03-04,114041000,5.3,11592320,11.3,3458878790,11605,1342,13.1,348376,659,1588,2026-03-11,2026-08-15 16:05:26
3,0,NEW,20232662,삼악도,2026-03-11,94075600,4.4,94075600,100,99780600,11184,11184,100,11999,225,819,2026-03-11,2026-08-15 16:05:26
4,0,NEW,20254501,F1 더 무비,2025-06-25,84644760,3.9,84644760,100,55026339130,6406,6406,100,5221391,164,541,2026-03-11,2026-08-15 16:05:26
5,-2,OLD,20241266,휴민트,2026-02-11,38687540,1.8,-15831260,-29,19656179140,4150,-1208,-22.5,1947339,434,649,2026-03-11,2026-08-15 16:05:26
6,0,NEW,20060033,오만과 편견,2006-03-24,29092900,1.3,29092900,100,5560337100,2865,2865,100,887914,151,303,2026-03-11,2026-08-15 16:05:26
7,81,OLD,20258074,아르코,2026-03-11,20638500,1.0,20596500,49039.3,82425170,2528,2523,50460,9162,233,285,2026-03-11,2026-08-15 16:05:26
8,-4,OLD,20241501,매드 댄스 오피스,2026-03-04,17048300,0.8,-18402300,-51.9,312199450,2088,-2209,-51.4,35383,252,299,2026-03-11,2026-08-15 16:05:26
9,8,OLD,20261181,너자 2,2026-02-25,8308100,0.4,4923400,145.5,492847500,1533,1203,364.5,59179,67,77,2026-03-11,2026-08-15 16:05:26
10,-5,OLD,20259583,초속 5센티미터,2026-02-25,11778800,0.5,-12138640,-50.8,817974430,1355,-1383,-50.5,86026,106,125,2026-03-11,2026-08-15 16:05:26
